pop_tot_unw,casual_w_P_unw,casual_w_P_m_unw,casual_w_P_f_unw,casual_w_PS_unw,casual_w_PS_m_unw,casual_w_PS_f_unw,worker_P_unw,worker_P_m_unw,worker_P_f_unw,worker_PS_unw,worker_PS_m_unw,worker_PS_f_unw,labor_force_P_unw,labor_force_P_m_unw,labor_force_P_f_unw,labor_force_PS_unw,labor_force_PS_m_unw,labor_force_PS_f_unw,casual_w_W_unw,casual_w_W_m_unw,casual_w_W_f_unw,casual_w_WD_unw,casual_w_WD_m_unw,casual_w_WD_f_unw,worker_W_unw,worker_W_m_unw,worker_W_f_unw,labor_force_W_unw,labor_force_W_m_unw,labor_force_W_f_unw,worker_WD_unw,worker_WD_m_unw,worker_WD_f_unw,labor_force_WD_unw,labor_force_WD_m_unw,labor_force_WD_f_unw,pop_unw,pop_m_unw,pop_f_unw,s_casual_w_worker_PS_unw,s_casual_w_worker_P_unw,s_casual_w_worker_WD_unw,s_casual_w_worker_W_unw,s_casual_w_lf_PS_unw,s_casual_w_lf_P_unw,s_casual_w_lf_WD_unw,s_casual_w_lf_W_unw,s_casual_w_pop_PS_unw,s_casual_w_pop_P_unw,s_casual_w_pop_WD_unw,s_casual_w_pop_W_unw,s_casual_w_worker_PS_m_unw,s_casual_w_worker_P_m_unw,s_casual_w_worker_WD_m_unw,s_casual_w_worker_W_m_unw,s_casual_w_lf_PS_m_unw,s_casual_w_lf_P_m_unw,s_casual_w_lf_WD_m_unw,s_casual_w_lf_W_m_unw,s_casual_w_pop_PS_m_unw,s_casual_w_pop_P_m_unw,s_casual_w_pop_WD_m_unw,s_casual_w_pop_W_m_unw,s_casual_w_worker_PS_f_unw,s_casual_w_worker_P_f_unw,s_casual_w_worker_WD_f_unw,s_casual_w_worker_W_f_unw,s_casual_w_lf_PS_f_unw,s_casual_w_lf_P_f_unw,s_casual_w_lf_WD_f_unw,s_casual_w_lf_W_f_unw,s_casual_w_pop_PS_f_unw,s_casual_w_pop_P_f_unw,s_casual_w_pop_WD_f_unw,s_casual_w_pop_W_f_unw,data,time,state_name,state_code_PLFS
14549,3097,2418,679,4782,2884,1898,4699,3771,928,6056,3929,2127,5096,3955,1141,6396,4066,2330,3759,2378,1381,3891,2493,1398,5401,3764,1637,5806,3956,1850,5401,3764,1637,5806,3956,1850,10462,5350,5112,.78963012,.65907639,.72042215,.69598222,.7476548,.60773158,.67016882,.6474337,.45708278,.2960237,.37191743,.35930032,.734029,.64120924,.66232729,.63177472,.70929658,.61137801,.63018203,.60111225,.53906542,.45196262,.4659813,.44448599,.89233661,.73168105,.85400122,.84361637,.8145923,.595092,.75567567,.74648649,.37128326,.13282472,.27347419,.27014866,PLFS_2223,July 2022 - June 2023,JAMMU & KASHMIR,1
6997,2503,1158,1345,3178,1548,1630,3386,1793,1593,3726,1944,1782,3687,1939,1748,3892,2015,1877,2470,1152,1318,2562,1207,1355,3363,1791,1572,3611,1934,1677,3363,1791,1572,3611,1934,1677,4948,2375,2573,.85292536,.73922032,.76181978,.73446327,.81654674,.67887169,.70949876,.68402106,.64227968,.50586092,.51778495,.49919158,.7962963,.64584494,.67392516,.64321607,.76823819,.59721506,.62409514,.59565669,.65178949,.48757896,.50821054,.48505265,.91470259,.84431887,.86195928,.83842242,.86840701,.76945078,.80799043,.78592724,.63350177,.52273613,.52662259,.5122425,PLFS_2223,July 2022 - June 2023,HIMACHAL PRADESH,2
12909,2740,2124,615,2906,2175,730,4786,3683,1102,4916,3695,1220,5127,3907,1219,5252,3915,1336,2662,2036,625,2708,2074,633,4695,3583,1111,5165,3881,1283,4695,3583,1111,5165,3881,1283,9528,4894,4633,.59113097,.57250315,.57678384,.56698614,.55331302,.53442562,.52429813,.51539207,.30499581,.28757346,.28421494,.27938706,.5886333,.57670379,.57884455,.56823891,.55555558,.5436396,.53439838,.52460706,.44442174,.43400082,.42378423,.41601962,.59836066,.5580762,.56975698,.56255627,.54640716,.50451189,.49337491,.48713952,.1575653,.13274336,.13662854,.13490179,PLFS_2223,July 2022 - June 2023,PUNJAB,3
1305,111,87,24,120,92,28,480,370,109,487,373,113,499,385,113,506,388,117,103,84,19,108,88,20,466,364,101,495,384,110,466,364,101,495,384,110,981,512,468,.24640657,.23125,.23175965,.22103004,.23715416,.22244489,.21818182,.20808081,.12232416,.11314984,.11009175,.1049949,.24664879,.23513514,.24175824,.23076923,.2371134,.22597402,.22916667,.21875,.1796875,.16992188,.171875,.1640625,.24778761,.22018349,.1980198,.18811882,.23931624,.21238938,.18181819,.17272727,.05982906,.051282052,.042735044,.040598292,PLFS_2223,July 2022 - June 2023,CHANDIGARH,4
6840,1513,1109,404,1909,1208,701,2255,1700,555,2608,1769,839,2398,1807,591,2740,1868,872,1638,1104,534,1651,1111,540,2384,1697,687,2544,1818,726,2384,1697,687,2544,1818,726,4950,2484,2466,.73197854,.67095345,.69253355,.68708056,.69671535,.63094246,.64897799,.64386791,.38565657,.30565655,.33353534,.3309091,.6828717,.65235293,.65468472,.65055978,.64668095,.61372441,.6111111,.6072607,.48631239,.44645733,.44726247,.44444445,.83551848,.72792792,.78602618,.77729255,.80389911,.68358713,.74380165,.73553717,.28426602,.16382806,.21897811,.21654502,PLFS_2223,July 2022 - June 2023,UTTARANCHAL,5
11396,1909,1481,428,2004,1534,470,3718,2999,719,3772,3014,758,3962,3196,766,4011,3208,803,1746,1385,361,1786,1423,363,3545,2894,651,3900,3182,718,3545,2894,651,3900,3182,718,8127,4263,3864,.53128314,.51344812,.5038082,.49252468,.49962604,.48182735,.45794871,.4476923,.24658546,.23489602,.21976128,.21483943,.50895822,.49383128,.49170697,.47857636,.47817954,.46339175,.44720301,.43526083,.35984048,.34740794,.33380249,.32488859,.62005275,.59527123,.55760366,.55453151,.58530509,.55874676,.50557101,.5027855,.12163561,.11076605,.093944103,.093426503,PLFS_2223,July 2022 - June 2023,HARYANA,6
3538,397,342,55,406,349,57,1182,1021,161,1195,1029,166,1211,1045,166,1222,1051,171,400,345,55,403,348,55,1182,1021,161,1221,1052,169,1182,1021,161,1221,1052,169,2718,1437,1281,.33974895,.3358714,.34094754,.33840948,.33224222,.32782823,.33005732,.32760033,.14937454,.14606328,.14827079,.14716704,.33916423,.33496571,.34084231,.33790401,.33206469,.32727271,.33079848,.32794678,.24286708,.23799582,.24217118,.2400835,.34337351,.3416149,.3416149,.3416149,.33333334,.33132529,.32544377,.32544377,.044496488,.042935207,.042935207,.042935207,PLFS_2223,July 2022 - June 2023,DELHI,7
20002,5628,3525,2102,6450,3812,2637,7457,5065,2391,8080,5175,2904,7931,5428,2502,8503,5489,3013,5417,3405,2011,5506,3475,2030,7262,4947,2314,7850,5415,2434,7262,4947,2314,7850,5415,2434,14378,7307,7063,.7982673,.75472713,.75819331,.74593776,.75855583,.70962048,.70140129,.69006371,.44860202,.39143136,.38294616,.37675616,.73661834,.69595259,.70244592,.68829596,.69447988,.64941049,.64173591,.62880886,.5216915,.48241413,.47557136,.46599153,.90805787,.87913007,.87726879,.86905789,.87520742,.84012789,.83401805,.82621199,.37335411,.29760724,.28741327,.28472319,PLFS_2223,July 2022 - June 2023,RAJASTHAN,8
42853,10703,8513,2190,13089,9211,3878,13352,10819,2533,15537,11317,4220,13899,11271,2627,16022,11708,4313,11460,8478,2982,11685,8657,3028,14267,10895,3372,14907,11429,3477,14267,10895,3372,14907,11429,3477,29951,14922,15028,.84244061,.80160278,.81902289,.80325228,.81693923,.77005541,.78385991,.76876634,.43701378,.35735035,.39013723,.38262495,.81390828,.78685647,.79458469,.77815509,.78672701,.75530124,.7574591,.74179721,.61727649,.57049996,.58015013,.56815439,.91895735,.86458743,.89798337,.88434166,.89914215,.83365053,.8708657,.85763592,.25805163,.14572798,.20149055,.1984296,PLFS_2223,July 2022 - June 2023,UTTAR PRADESH,9
21865,4991,4269,722,5678,4418,1260,5860,5015,845,6517,5130,1387,6203,5317,886,6840,5415,1425,5427,4321,1106,5461,4351,1110,6316,5080,1236,6660,5387,1273,6316,5080,1236,6660,5387,1273,14607,7519,7088,.87125981,.8517065,.86462951,.85924637,.83011699,.80461067,.81996995,.81486487,.38871774,.3416855,.37386185,.3715342,.86120856,.85124624,.85649604,.85059053,.81588179,.80289638,.8076852,.80211622,.58757812,.56776166,.5786674,.57467747,.90843546,.85443789,.89805824,.894822,.88421053,.81489843,.87195599,.86881381,.17776524,.1018623,.15660271,.15603837,PLFS_2223,July 2022 - June 2023,BIHAR,10
2576,868,472,396,1036,582,454,1406,831,575,1446,854,592,1458,855,603,1488,873,615,875,478,397,991,556,435,1413,838,575,1450,855,595,1413,838,575,1450,855,595,2069,1065,1004,.71645921,.61735421,.70134467,.61924982,.69623655,.59533608,.68344826,.60344827,.50072497,.41952634,.47897536,.42290962,.68149883,.56799036,.66348451,.57040572,.66666669,.55204678,.6502924,.55906433,.54647887,.44319248,.5220657,.44882628,.7668919,.68869567,.75652176,.69043475,.73821139,.65671641,.73109245,.66722691,.45219123,.39442232,.43326694,.39541832,PLFS_2223,July 2022 - June 2023,SIKKIM,11
7814,2473,1331,1142,2844,1578,1266,3408,2050,1358,3574,2144,1430,3648,2185,1463,3793,2268,1525,2609,1410,1199,2787,1545,1242,3540,2129,1411,3761,2255,1506,3540,2129,1411,3761,2255,1506,5801,2973,2828,.79574704,.72564554,.78728813,.73700565,.74980229,.67790568,.74102634,.69369847,.4902603,.4263058,.48043442,.44975004,.73600745,.64926827,.72569281,.66228276,.69576722,.60915333,.68514413,.62527716,.53077698,.44769594,.5196771,.47426841,.8853147,.84094256,.88022679,.84975195,.83016396,.78058785,.82470119,.79614872,.4476662,.40381896,.43917963,.42397454,PLFS_2223,July 2022 - June 2023,ARUNACHAL PRADESH,12
4342,1252,655,597,1457,738,719,1822,1086,736,1941,1106,835,1955,1167,788,2062,1180,882,1311,672,639,1348,697,651,1877,1098,779,2003,1174,829,1877,1098,779,2003,1174,829,2889,1471,1418,.75064397,.68715698,.7181673,.69845498,.70659554,.64040923,.6729905,.65451825,.50432676,.43336794,.46659744,.45379025,.66726947,.60313076,.63479054,.61202186,.62542373,.56126821,.59369677,.57240206,.50169951,.44527534,.47382733,.45683208,.86107785,.81114131,.8356868,.8202824,.81519276,.7576142,.78528345,.77080822,.50705218,.4210155,.45909733,.45063469,PLFS_2223,July 2022 - June 2023,NAGALAND,13
9621,2493,1610,882,2525,1633,891,3328,2258,1069,3329,2259,1069,3507,2386,1120,3508,2387,1120,2491,1608,882,2525,1632,892,3327,2256,1070,3507,2383,1123,3327,2256,1070,3507,2383,1123,6622,3304,3317,.75848603,.74909854,.75894201,.74872255,.71978337,.71086401,.71998858,.71029371,.38130474,.37647235,.38130474,.37617034,.7228862,.71302038,.72340423,.71276593,.68412232,.67476946,.68485105,.67477971,.4942494,.48728815,.49394673,.4866828,.83348924,.82507014,.83364487,.82429904,.79553574,.78750002,.79430097,.78539628,.26861623,.26590294,.26891771,.26590294,PLFS_2223,July 2022 - June 2023,MANIPUR,14
6981,2037,1145,892,2182,1252,930,2813,1719,1094,2814,1719,1095,2872,1745,1127,2873,1745,1128,2036,1145,891,2177,1252,925,2811,1718,1093,2870,1744,1126,2811,1718,1093,2870,1744,1126,4921,2503,2418,.77540869,.7241379,.77445751,.7242974,.75948489,.70926183,.75853658,.70940769,.44340581,.41394025,.44238976,.41373706,.72833043,.66608495,.72875434,.66647261,.71747851,.65616047,.7178899,.6565367,.50019974,.45745105,.50019974,.45745105,.84931505,.81535649,.84629458,.81518757,.82446808,.79148179,.82149202,.7912966,.38461539,.36889991,.38254756,.36848634,PLFS_2223,July 2022 - June 2023,MIZORAM,15
7099,2232,1551,681,2339,1592,747,3007,2112,895,3056,2115,941,3097,2179,918,3146,2182,964,2241,1548,693,2296,1587,709,3017,2110,907,3110,2177,933,3017,2110,907,3110,2177,933,5600,2843,2757,.76537961,.74226803,.7610209,.74279088,.74348378,.72069746,.73826367,.72057879,.41767856,.39857143,.41,.40017858,.75271869,.734375,.75213271,.73364931,.72960585,.71179438,.72898483,.7110703,.55997187,.54555047,.55821317,.54449522,.79383636,.76089388,.78169793,.76405734,.77489626,.74183005,.75991428,.74276525,.27094668,.24700762,.25716358,.25136018,PLFS_2223,July 2022 - June 2023,TRIPURA,16
6181,1834,1051,783,1876,1059,817,2485,1402,1083,2498,1407,1091,2693,1478,1215,2704,1482,1222,1658,944,714,1866,1057,809,2482,1402,1080,2692,1478,1214,2482,1402,1080,2692,1478,1214,4100,1978,2122,.75100082,.73802817,.75181305,.6680097,.69378698,.68102491,.69316494,.61589897,.45756099,.44731706,.45512196,.40439025,.75266522,.74964339,.75392294,.67332381,.71457487,.71109605,.7151556,.63870096,.5353893,.53134477,.53437817,.47724974,.74885428,.7229917,.7490741,.66111112,.66857612,.64444447,.66639209,.5881384,.38501415,.36899152,.38124412,.33647501,PLFS_2223,July 2022 - June 2023,MEGHALAYA,17
15481,4175,3166,1009,5381,3457,1924,5884,4453,1431,6760,4528,2232,6217,4627,1590,7035,4679,2356,4590,3168,1422,4828,3308,1520,6358,4490,1868,6704,4658,2046,6358,4490,1868,6704,4658,2046,11497,5837,5660,.7960059,.70955133,.75935829,.72192514,.76488984,.67154574,.72016704,.68466586,.46803513,.3631382,.41993564,.39923459,.76347172,.71098137,.73674834,.70556796,.73883307,.68424463,.71017605,.68012023,.59225631,.54240191,.56672949,.54274458,.86200714,.70510131,.81370449,.76124197,.81663835,.63459122,.74291301,.69501466,.33992934,.17826855,.26855123,.25123674,PLFS_2223,July 2022 - June 2023,ASSAM,18
24846,6129,4835,1294,7387,5154,2233,9397,7424,1973,10496,7570,2926,9809,7703,2106,10843,7807,3036,6700,4798,1902,6869,4933,1936,10063,7423,2640,10498,7744,2754,10063,7423,2640,10498,7744,2754,19086,9572,9514,.70379192,.65222943,.6825996,.6658054,.68126905,.62483436,.65431511,.63821679,.38703761,.32112542,.35989732,.35104266,.68084544,.65126616,.66455609,.6463694,.66017675,.6276775,.63700932,.61957645,.53844547,.50511909,.51535732,.50125366,.7631579,.65585405,.73333335,.72045457,.73550725,.61443496,.70297748,.69063181,.23470674,.1360101,.2034896,.19991592,PLFS_2223,July 2022 - June 2023,WEST BENGAL,19
12378,2897,2206,691,4196,2563,1633,3775,2961,814,4950,3203,1747,3942,3103,839,5074,3304,1770,3163,2214,949,3214,2257,957,4061,2980,1081,4247,3140,1107,4061,2980,1081,4247,3140,1107,8626,4246,4380,.84767675,.76741719,.79143071,.77887219,.82696098,.73490614,.75676948,.74476099,.48643637,.33584511,.37259448,.36668211,.80018735,.7450186,.75738257,.742953,.77572638,.71092492,.71878982,.70509553,.60362697,.51954782,.53155911,.52143192,.93474525,.84889436,.8852914,.87789083,.9225989,.82359952,.86449862,.85727191,.37283105,.15776256,.21849315,.21666667,PLFS_2223,July 2022 - June 2023,JHARKHAND,20
15528,4195,2959,1236,5462,3316,2146,5686,4149,1537,6737,4323,2414,6090,4462,1628,7063,4570,2493,4414,2905,1509,4511,2982,1529,5940,4120,1820,6380,4461,1919,5940,4120,1820,6380,4461,1919,11513,5694,5819,.81074661,.73777699,.75942761,.74309766,.7733258,.68883413,.7070533,.69184953,.47442022,.3643707,.39181796,.38339269,.76705992,.71318388,.72378641,.70509708,.72560173,.66315556,.66846001,.65119928,.58236742,.51966983,.52370918,.51018614,.88898093,.80416393,.84010988,.82912087,.86081028,.75921375,.79676914,.78634703,.36879188,.21240763,.26275992,.25932291,PLFS_2223,July 2022 - June 2023,ORISSA,21
9656,3435,1963,1472,3850,2183,1667,4561,2777,1784,4805,2876,1929,4756,2915,1841,4978,2994,1984,2904,1783,1121,2969,1835,1134,4151,2678,1473,4492,2918,1574,4151,2678,1473,4492,2918,1574,7238,3609,3629,.80124867,.7531243,.71524936,.69959044,.77340299,.72224557,.66095281,.64648265,.53191489,.47457862,.41019619,.40121579,.75904036,.70687795,.68521285,.66579539,.7291249,.6734134,.62885541,.61103493,.6048767,.54391795,.5084511,.49404266,.86417836,.8251121,.76985741,.76103193,.84022176,.79956543,.72045743,.7121982,.45935521,.40562138,.31248277,.30890054,PLFS_2223,July 2022 - June 2023,CHATTISGARH,22
20925,5664,4454,1210,7738,5043,2695,7639,6099,1540,9504,6487,3017,7888,6282,1606,9693,6629,3064,6158,4354,1804,6293,4458,1835,8251,6075,2176,8649,6384,2265,8251,6075,2176,8649,6384,2265,15677,8089,7587,.81418347,.7414583,.76269543,.74633378,.79830807,.71805274,.72759855,.71198982,.49358934,.36129361,.40141609,.39280474,.77740097,.73028368,.73382717,.71670783,.76074821,.70900989,.69830829,.68201756,.62343925,.55062431,.55111879,.53826183,.89327145,.78571427,.84329045,.8290441,.87956917,.75342464,.8101545,.79646802,.35521287,.15948333,.24186108,.23777515,PLFS_2223,July 2022 - June 2023,MADHYA PRADESH,23
15984,4321,2804,1517,4836,2939,1897,6885,4896,1989,7300,4939,2361,7054,5026,2028,7456,5058,2398,4418,2782,1636,4494,2841,1653,7015,4887,2128,7227,5039,2188,7015,4887,2128,7227,5039,2188,12013,6187,5826,.66246575,.6275962,.64062721,.62979329,.64860517,.61256027,.62183481,.61131865,.4025639,.35969368,.37409472,.36776826,.59505975,.57271242,.58133823,.56926543,.58105969,.55789894,.56380236,.55209368,.47502828,.45320833,.45918861,.44965249,.80347311,.76269484,.77678573,.76879698,.79107589,.74802762,.75548446,.74771482,.32560933,.26038447,.28372812,.28081015,PLFS_2223,July 2022 - June 2023,GUJARAT,24
1250,220,109,111,267,144,123,595,426,169,601,429,172,613,435,178,617,436,181,204,109,95,226,124,102,575,424,151,594,435,159,575,424,151,594,435,159,936,503,433,.44425955,.36974791,.39304349,.35478261,.43273905,.35889071,.38047138,.34343433,.28525642,.23504274,.24145299,.21794872,.33566433,.25586855,.29245284,.25707546,.33027524,.25057471,.28505749,.25057471,.2862823,.21669979,.24652088,.21669979,.71511626,.65680474,.6754967,.62913907,.67955804,.62359548,.64150941,.59748429,.28406465,.25635105,.23556583,.21939954,PLFS_2223,July 2022 - June 2023,D & N. HAVELI & DAMAN & DIU,25
31080,8356,5165,3191,8731,5397,3334,13313,8926,4387,13524,9017,4507,13786,9280,4506,13962,9340,4622,7907,4954,2953,8119,5096,3023,12984,8764,4220,13685,9275,4410,12984,8764,4220,13685,9275,4410,23029,11786,11243,.64559305,.62765718,.6253081,.6089803,.62534022,.60612214,.59327734,.57778591,.37913066,.36284685,.35255548,.3433497,.59853607,.57864666,.58146966,.56526703,.57783729,.55657327,.54943395,.53412402,.45791617,.4382318,.4323774,.42032921,.73973817,.72737634,.71635073,.69976306,.72133273,.7081669,.68548751,.66961449,.29654008,.28382105,.2688784,.26265231,PLFS_2223,July 2022 - June 2023,MAHARASHTRA,27
13656,4126,2480,1645,4414,2633,1780,6042,3875,2166,6202,3925,2276,6374,4106,2267,6507,4134,2372,3695,2319,1375,3803,2400,1402,5675,3762,1912,6162,4067,2094,5675,3762,1912,6162,4067,2094,10586,5255,5329,.71170592,.68288648,.67013216,.65110135,.6783464,.64731723,.61716974,.59964299,.41696581,.38976005,.35924807,.3490459,.67082804,.63999999,.63795853,.61642742,.63691342,.60399413,.59011555,.57019919,.5010466,.47193149,.45670789,.44129401,.7820738,.75946444,.73326361,.71914226,.75042158,.72562855,.669532,.65663803,.33402139,.30868831,.26308876,.25802213,PLFS_2223,July 2022 - June 2023,ANDHRA PRADESH,28
15571,4264,2872,1392,4458,2955,1503,6457,4429,2028,6615,4471,2144,6683,4595,2088,6822,4618,2204,4091,2810,1281,4140,2843,1297,6342,4399,1943,6598,4587,2011,6342,4399,1943,6598,4587,2011,11803,5986,5817,.6739229,.66036862,.6527909,.64506465,.65347403,.63803679,.62746286,.62003636,.3777006,.36126408,.35075828,.34660679,.66092598,.64845335,.64628327,.63878155,.63988739,.62502718,.61979508,.6126008,.49365187,.47978616,.47494152,.46942866,.70102614,.68639052,.66752446,.65928978,.68194193,.66666669,.64495277,.63699651,.25838062,.23929861,.22296716,.2202166,PLFS_2223,July 2022 - June 2023,KARNATAKA,29
1642,213,161,52,227,170,57,597,435,162,601,437,164,659,475,184,663,477,186,191,149,42,202,158,44,582,431,151,652,473,179,582,431,151,652,473,179,1226,616,610,.37770382,.35678393,.34707904,.3281787,.34238312,.323217,.30981594,.29294479,.18515497,.17373572,.16476347,.15579119,.38901603,.37011495,.36658934,.34570765,.35639414,.33894736,.33403805,.31501058,.27597404,.26136363,.25649351,.24188311,.34756097,.32098764,.29139072,.2781457,.30645162,.28260869,.24581006,.23463687,.093442626,.0852459,.072131149,.068852462,PLFS_2223,July 2022 - June 2023,GOA,30
799,103,91,12,121,94,27,198,162,36,219,165,54,223,179,44,243,181,62,102,83,19,105,86,19,202,157,45,233,180,53,202,157,45,233,180,53,551,249,302,.55251139,.52020204,.51980197,.50495052,.49794239,.4618834,.45064378,.43776825,.21960072,.18693285,.19056262,.18511796,.56969696,.56172842,.54777068,.52866244,.519337,.50837988,.47777778,.4611111,.37751004,.36546186,.34538153,.33333334,.5,.33333334,.42222223,.42222223,.43548387,.27272728,.35849056,.35849056,.089403972,.039735101,.06291391,.06291391,PLFS_2223,July 2022 - June 2023,LAKSHDWEEP,31
15837,2790,2093,697,3505,2330,1175,5159,3599,1560,5821,3766,2055,5710,3850,1860,6298,3967,2331,2717,1936,781,2882,2056,826,5228,3537,1691,5844,3870,1974,5228,3537,1691,5844,3870,1974,11062,5115,5947,.60213023,.54080248,.55126244,.5197016,.55652589,.48861647,.49315536,.4649213,.31685048,.25221479,.26053154,.24561562,.61869359,.58155042,.58128357,.54735655,.5873456,.54363638,.53126615,.50025839,.45552298,.40918866,.40195504,.37849462,.57177615,.44679487,.48846835,.4618569,.50407553,.37473118,.41843972,.39564335,.19757861,.11720195,.13889356,.13132672,PLFS_2223,July 2022 - June 2023,KERALA,32
23059,5478,3405,2073,6062,3603,2459,9309,6282,3027,9746,6368,3378,9879,6597,3282,10207,6641,3566,5168,3206,1962,5329,3323,2006,9108,6141,2967,9888,6592,3296,9108,6141,2967,9888,6592,3296,17398,8600,8798,.62199879,.58846277,.58509004,.56741327,.59390616,.55450958,.53893608,.5226537,.34843084,.31486377,.30629957,.29704565,.56579775,.54202485,.54111707,.52206481,.54253876,.51614368,.50409585,.48634708,.41895348,.39593023,.38639534,.37279069,.72794551,.68483645,.67610383,.66127402,.68956816,.63162708,.60861653,.595267,.27949533,.23562174,.22800636,.22300524,PLFS_2223,July 2022 - June 2023,TAMIL NADU,33
1946,258,171,87,296,198,98,712,483,229,743,493,250,765,517,248,785,520,265,249,166,83,265,180,85,711,479,232,768,517,251,711,479,232,768,517,251,1447,666,781,.39838493,.36235955,.37271449,.35021096,.37707007,.33725491,.34505209,.32421875,.20456116,.17829993,.18313752,.17208016,.40162271,.35403726,.37578288,.34655532,.38076922,.33075434,.34816247,.32108316,.2972973,.25675675,.27027026,.24924925,.39199999,.37991267,.36637932,.35775861,.36981133,.35080644,.33864543,.3306773,.12548016,.11139565,.10883483,.10627401,PLFS_2223,July 2022 - June 2023,PONDICHERRY,34
1649,321,215,106,399,257,142,711,498,213,778,524,254,823,540,283,863,549,314,329,204,125,346,218,128,725,493,232,848,546,302,725,493,232,848,546,302,1295,653,642,.51285344,.45147678,.47724137,.45379311,.46234068,.39003646,.40801886,.3879717,.30810812,.24787645,.26718146,.25405404,.49045801,.4317269,.44219068,.41379312,.46812385,.39814815,.39926741,.37362638,.39356816,.32924962,.3338438,.31240427,.55905509,.49765259,.55172414,.53879309,.45222929,.3745583,.42384106,.41390729,.22118381,.16510904,.19937694,.19470406,PLFS_2223,July 2022 - June 2023,A & N ISLANDS,35
10211,2802,1619,1183,3042,1783,1259,4301,2772,1529,4408,2830,1578,4546,2948,1598,4643,2996,1647,2676,1608,1068,2738,1654,1084,4160,2749,1411,4445,2950,1495,4160,2749,1411,4445,2950,1495,7746,3913,3833,.6901089,.65147638,.65817308,.64326924,.65517986,.61636603,.615973,.60202473,.39271882,.36173508,.35347277,.34546864,.63003534,.58405483,.60167336,.58493996,.59512681,.54918587,.56067795,.54508477,.45566061,.41374904,.42269358,.41093791,.79784536,.77370828,.76824945,.75690997,.76442015,.74030036,.72508359,.71438128,.32846335,.30863553,.2828072,.27863294,PLFS_2223,July 2022 - June 2023,TELANGANA,36
1146,265,171,94,359,199,160,413,282,131,480,289,191,456,305,151,518,310,208,316,172,144,332,185,147,464,283,181,505,306,199,464,283,181,505,306,199,821,439,382,.74791664,.6416465,.71551722,.68103451,.69305021,.58114034,.65742576,.62574255,.43727162,.32277709,.40438491,.38489646,.68858129,.60638297,.65371025,.60777384,.64193547,.56065571,.60457516,.56209153,.45330295,.38952163,.42141229,.39179954,.83769631,.71755725,.81215471,.79558009,.76923078,.62251657,.73869348,.72361809,.41884816,.24607331,.38481677,.37696335,PLFS_2223,July 2022 - June 2023,LADAKH,37
14242,3152,2426,726,4861,2894,1967,4741,3761,980,6120,3920,2200,5204,3945,1259,6521,4062,2459,4059,2416,1643,4198,2537,1661,5685,3789,1896,6116,3962,2154,5685,3789,1896,6116,3962,2154,10186,5249,4937,.79428107,.66483861,.73843449,.71398419,.7454378,.60568792,.68639636,.66366905,.47722363,.30944434,.41213429,.39848813,.73826534,.64504123,.66956979,.63763523,.71245694,.61495566,.64033318,.60979301,.55134308,.46218327,.48333016,.46027815,.89409089,.74081635,.87605482,.86656117,.79991865,.57664812,.77112347,.76276696,.3984201,.14705287,.33643913,.33279321,PLFS_2324,July 2023 - June 2024,JAMMU & KASHMIR,1
6966,2522,1204,1318,3116,1540,1576,3433,1888,1545,3726,1999,1727,3693,1998,1695,3880,2060,1820,2493,1198,1295,2588,1256,1332,3432,1900,1532,3635,1997,1638,3432,1900,1532,3635,1997,1638,5013,2460,2553,.83628553,.73463446,.75407928,.72639859,.80309278,.6829136,.71196699,.6858322,.62158388,.50309193,.5162577,.497307,.77038521,.63771188,.66105264,.6305263,.74757284,.6026026,.62894344,.59989983,.62601626,.4894309,.5105691,.48699188,.91256511,.85307443,.8694517,.84530026,.86593407,.7775811,.81318682,.79059827,.61731297,.51625538,.52173913,.50724638,PLFS_2324,July 2023 - June 2024,HIMACHAL PRADESH,2
12751,2792,2126,666,2989,2183,806,4862,3695,1167,5015,3709,1306,5144,3887,1257,5289,3900,1389,2719,2036,683,2786,2089,697,4808,3608,1200,5186,3875,1311,4808,3608,1200,5186,3875,1311,9364,4797,4567,.59601194,.57424927,.57945091,.56551582,.56513518,.5427683,.53721559,.52429616,.3192012,.29816318,.29752243,.29036736,.58856833,.5753721,.57899112,.56430155,.55974358,.54695135,.53909677,.52541935,.4550761,.44319367,.43548051,.42443195,.61715162,.57069409,.58083332,.56916666,.58027357,.52983296,.53165525,.52097636,.17648347,.14582877,.15261659,.14955112,PLFS_2324,July 2023 - June 2024,PUNJAB,3
1252,103,89,14,114,97,17,496,369,127,506,374,132,534,385,149,540,388,152,103,89,14,105,91,14,489,365,124,536,385,151,489,365,124,536,385,151,922,482,440,.22529644,.20766129,.21472393,.21063395,.21111111,.19288389,.19589552,.19216418,.12364426,.11171366,.11388286,.11171366,.25935829,.24119242,.24931507,.24383561,.25,.23116884,.23636363,.23116884,.20124482,.18464731,.18879668,.18464731,.12878788,.11023622,.11290322,.11290322,.1118421,.093959734,.092715234,.092715234,.038636364,.031818181,.031818181,.031818181,PLFS_2324,July 2023 - June 2024,CHANDIGARH,4
