pop_tot_unw,casual_w_P_unw,casual_w_P_m_unw,casual_w_P_f_unw,casual_w_PS_unw,casual_w_PS_m_unw,casual_w_PS_f_unw,worker_P_unw,worker_P_m_unw,worker_P_f_unw,worker_PS_unw,worker_PS_m_unw,worker_PS_f_unw,labor_force_P_unw,labor_force_P_m_unw,labor_force_P_f_unw,labor_force_PS_unw,labor_force_PS_m_unw,labor_force_PS_f_unw,casual_w_W_unw,casual_w_W_m_unw,casual_w_W_f_unw,casual_w_WD_unw,casual_w_WD_m_unw,casual_w_WD_f_unw,worker_W_unw,worker_W_m_unw,worker_W_f_unw,labor_force_W_unw,labor_force_W_m_unw,labor_force_W_f_unw,worker_WD_unw,worker_WD_m_unw,worker_WD_f_unw,labor_force_WD_unw,labor_force_WD_m_unw,labor_force_WD_f_unw,pop_unw,pop_m_unw,pop_f_unw,s_casual_w_worker_PS_unw,s_casual_w_worker_P_unw,s_casual_w_worker_WD_unw,s_casual_w_worker_W_unw,s_casual_w_lf_PS_unw,s_casual_w_lf_P_unw,s_casual_w_lf_WD_unw,s_casual_w_lf_W_unw,s_casual_w_pop_PS_unw,s_casual_w_pop_P_unw,s_casual_w_pop_WD_unw,s_casual_w_pop_W_unw,s_casual_w_worker_PS_m_unw,s_casual_w_worker_P_m_unw,s_casual_w_worker_WD_m_unw,s_casual_w_worker_W_m_unw,s_casual_w_lf_PS_m_unw,s_casual_w_lf_P_m_unw,s_casual_w_lf_WD_m_unw,s_casual_w_lf_W_m_unw,s_casual_w_pop_PS_m_unw,s_casual_w_pop_P_m_unw,s_casual_w_pop_WD_m_unw,s_casual_w_pop_W_m_unw,s_casual_w_worker_PS_f_unw,s_casual_w_worker_P_f_unw,s_casual_w_worker_WD_f_unw,s_casual_w_worker_W_f_unw,s_casual_w_lf_PS_f_unw,s_casual_w_lf_P_f_unw,s_casual_w_lf_WD_f_unw,s_casual_w_lf_W_f_unw,s_casual_w_pop_PS_f_unw,s_casual_w_pop_P_f_unw,s_casual_w_pop_WD_f_unw,s_casual_w_pop_W_f_unw,data,time,state_name,state_code_PLFS
14971,2687,2487,199,3850,2891,958,4386,3937,448,5331,4136,1194,4825,4191,633,5714,4339,1374,3185,2466,718,3308,2575,732,4897,3930,966,5478,4234,1243,4897,3930,966,5478,4234,1243,11109,5758,5350,.72219098,.61263108,.67551559,.65039819,.67378366,.5568912,.60387003,.58141655,.34656584,.24187596,.29777658,.28670448,.6989845,.63169926,.65521628,.62748092,.66628253,.59341449,.60817194,.58242798,.50208408,.4319208,.4472039,.42827371,.80234504,.44419643,.75776398,.74327123,.69723433,.314376,.58889782,.57763475,.17906542,.03719626,.13682243,.13420561,PLFS_1718,July 2017 - June 2018,JAMMU & KASHMIR,1
549,83,68,15,133,77,56,166,129,37,211,134,77,189,135,54,230,138,92,119,70,49,124,75,49,205,133,72,226,140,86,205,133,72,226,140,86,402,188,214,.63033175,.5,.60487807,.58048779,.5782609,.43915343,.54867256,.52654868,.33084577,.20646766,.3084577,.29601991,.57462686,.5271318,.56390977,.52631581,.557971,.50370371,.53571427,.5,.40957448,.36170211,.39893618,.37234041,.72727275,.4054054,.68055558,.68055558,.60869563,.27777779,.56976742,.56976742,.26168224,.07009346,.22897196,.22897196,PLFS_1718,July 2017 - June 2018,LADAKH,37
7648,2504,1350,1154,2732,1462,1270,3237,1944,1292,3365,1978,1386,3438,2072,1365,3531,2087,1443,2302,1275,1027,2331,1292,1039,3046,1876,1169,3317,2072,1244,3046,1876,1169,3317,2072,1244,5421,2631,2789,.81188709,.77355576,.76526594,.75574523,.77371848,.72833043,.70274347,.6940006,.50396603,.46190739,.42999446,.42464489,.73913044,.69444442,.68869936,.67963755,.70052707,.65154439,.62355214,.6153475,.55568224,.5131129,.49106804,.48460662,.9163059,.89318883,.88879383,.87852865,.88011086,.84542125,.83520901,.82556272,.45536035,.41376838,.37253496,.36823234,PLFS_1718,July 2017 - June 2018,HIMACHAL PRADESH,2
13374,2575,2273,301,2637,2284,352,4342,3686,654,4400,3690,708,4741,3986,753,4798,3989,807,2499,2179,319,2540,2213,326,4295,3613,680,4769,3968,799,4295,3613,680,4769,3968,799,9977,5166,4809,.59931821,.5930447,.5913853,.58183932,.549604,.54313433,.53260642,.52400923,.26430792,.25809363,.25458553,.25047609,.61897022,.61665761,.61251038,.60309994,.57257456,.57024586,.55771172,.54914314,.44212157,.43999225,.42837787,.42179635,.49717513,.46024466,.47941175,.46911764,.43618339,.39973441,.40801001,.39924905,.073196091,.062590972,.067789562,.066333957,PLFS_1718,July 2017 - June 2018,PUNJAB,3
1389,154,130,24,163,135,28,479,376,103,484,377,107,534,408,126,539,409,130,143,121,22,152,130,22,477,375,102,536,410,126,477,375,102,536,410,126,1010,520,490,.33677685,.32150313,.31865829,.29979035,.30241188,.2883895,.28358209,.26679105,.16138613,.15247525,.15049505,.14158416,.35809019,.34574467,.34666666,.32266667,.33007336,.31862745,.31707317,.29512194,.25961539,.25,.25,.2326923,.26168224,.23300971,.21568628,.21568628,.21538462,.19047619,.17460318,.17460318,.057142857,.048979592,.044897959,.044897959,PLFS_1718,July 2017 - June 2018,CHANDIGARH,4
7003,1382,1135,247,1399,1143,256,2092,1719,373,2099,1723,376,2297,1860,437,2304,1864,440,1338,1105,233,1364,1120,244,2064,1700,364,2298,1865,433,2064,1700,364,2298,1865,433,5184,2654,2528,.66650784,.66061187,.66085273,.64825583,.60720485,.60165435,.59355962,.58224541,.26986882,.26658949,.26311728,.25810185,.66337782,.66026759,.65882355,.64999998,.61319745,.61021507,.60053617,.5924933,.43067068,.42765638,.42200452,.41635269,.68085104,.66219836,.67032969,.6401099,.58181816,.56521738,.56351042,.53810626,.10126583,.0977057,.096518986,.09216772,PLFS_1718,July 2017 - June 2018,UTTARANCHAL,5
12004,2207,1859,348,2229,1876,353,3633,3102,531,3641,3105,536,3939,3367,572,3946,3369,577,2052,1731,321,2087,1764,323,3495,2993,502,3902,3344,558,3495,2993,502,3902,3344,558,8550,4521,4028,.61219448,.6074869,.59713876,.58712447,.56487584,.56029451,.53485394,.52588415,.26070175,.25812864,.24409357,.23999999,.60418677,.59929079,.5893752,.57834947,.55684179,.55212355,.52751195,.51764351,.41495246,.41119221,.39017916,.38287988,.65858209,.65536726,.6434263,.63944221,.61178511,.60839158,.57885307,.57526881,.087636545,.086395234,.080188677,.079692155,PLFS_1718,July 2017 - June 2018,HARYANA,6
3956,429,396,33,435,398,37,1278,1121,155,1283,1123,158,1423,1248,173,1428,1250,176,422,388,34,427,390,37,1265,1107,156,1428,1251,175,1265,1107,156,1428,1251,175,3074,1673,1398,.3390491,.33568075,.33754942,.33359683,.30462185,.30147576,.2990196,.29551822,.14150943,.13955759,.13890696,.13728042,.35440785,.35325602,.35230353,.35049683,.3184,.31730768,.31175059,.31015188,.237896,.23670053,.23311417,.23191871,.23417722,.21290323,.23717949,.21794872,.21022727,.19075145,.21142857,.19428572,.026466381,.023605151,.026466381,.024320457,PLFS_1718,July 2017 - June 2018,DELHI,7
20771,4527,3465,1062,4981,3605,1374,6392,5078,1313,6767,5153,1611,6842,5478,1363,7189,5525,1661,4284,3268,1015,4353,3324,1028,6182,4911,1269,6813,5478,1333,6182,4911,1269,6813,5478,1333,14730,7643,7084,.73607212,.70822906,.70414108,.69297963,.69286412,.66164863,.63892561,.62879789,.33815342,.30733198,.29551935,.29083502,.69959247,.68235528,.67684788,.66544491,.65248871,.63253009,.60679078,.59656811,.47167343,.453356,.43490776,.4275808,.85288638,.80883473,.81008667,.79984242,.82721251,.7791636,.77119279,.76144034,.19395822,.14991531,.14511575,.14328063,PLFS_1718,July 2017 - June 2018,RAJASTHAN,8
44933,9539,8530,1007,10222,8717,1502,12103,10711,1390,12726,10836,1887,13049,11581,1466,13650,11684,1963,9188,7998,1189,9362,8161,1200,11949,10359,1588,13272,11578,1692,11949,10359,1588,13272,11578,1692,31233,15815,15412,.80323744,.78815168,.7834965,.76893467,.74886447,.73101389,.7053948,.69228452,.32728204,.30541414,.29974705,.29417604,.80444813,.79637754,.78781736,.77208227,.74606299,.73655123,.7048713,.69079286,.55118561,.53936136,.51602906,.5057224,.79597247,.72446042,.75566751,.74874055,.76515538,.68690312,.70921987,.70271868,.09745653,.065338694,.077861406,.077147678,PLFS_1718,July 2017 - June 2018,UTTAR PRADESH,9
22080,4127,3981,146,4144,3991,153,5108,4832,276,5124,4840,284,5562,5269,293,5578,5277,301,4038,3896,142,4044,3901,143,5037,4764,273,5547,5256,291,5037,4764,273,5547,5256,291,15254,8067,7187,.80874318,.80794829,.80285883,.80166763,.74291861,.74199927,.72904271,.72796106,.27166644,.27055198,.26511079,.26471746,.82458675,.82388246,.81884968,.81780016,.75630093,.75555134,.74219942,.74124807,.49473163,.49349201,.48357505,.48295525,.53873241,.5289855,.52380955,.52014655,.50830567,.49829352,.49140894,.4879725,.021288438,.020314457,.019897036,.019757897,PLFS_1718,July 2017 - June 2018,BIHAR,10
2627,764,508,256,770,512,258,1238,818,420,1238,818,420,1293,845,448,1293,845,448,709,493,216,712,494,218,1181,803,378,1249,833,416,1181,803,378,1249,833,416,2092,1096,996,.62197089,.61712438,.60287893,.6003387,.5955143,.59087396,.57005602,.56765413,.36806884,.36520076,.34034416,.33891013,.6259169,.62102687,.61519301,.61394769,.60591716,.60118341,.59303719,.59183675,.46715328,.46350366,.45072994,.44981751,.61428571,.60952383,.57671958,.5714286,.57589287,.5714286,.52403843,.51923078,.25903615,.2570281,.2188755,.21686748,PLFS_1718,July 2017 - June 2018,SIKKIM,11
7320,1396,1207,189,1403,1209,194,2164,1863,301,2168,1864,304,2353,1992,361,2353,1992,361,1395,1209,186,1399,1212,187,2161,1863,298,2352,1991,361,2161,1863,298,2352,1991,361,5576,3027,2549,.6471402,.64510167,.64738548,.64553446,.59626007,.59328514,.59481293,.59311223,.25161406,.25035867,.25089669,.25017935,.64860517,.64787978,.6505636,.64895332,.60692769,.60592371,.60873932,.60723257,.39940536,.39874464,.40039644,.39940536,.6381579,.62790698,.62751681,.62416106,.53739613,.52354568,.51800555,.51523548,.076108277,.074146725,.073362105,.072969794,PLFS_1718,July 2017 - June 2018,ARUNACHAL PRADESH,12
4576,535,441,94,537,442,95,1164,949,215,1165,949,216,1505,1170,335,1506,1170,336,531,435,96,539,441,98,1165,948,217,1510,1171,339,1165,948,217,1510,1171,339,3515,1804,1711,.46094421,.459622,.46266094,.45579398,.3565737,.35548171,.35695365,.35165563,.15277383,.15220484,.15334281,.15106685,.46575344,.46469969,.46518987,.45886075,.37777779,.37692308,.37660119,.37147737,.24501109,.24445677,.24445677,.24113081,.43981481,.43720931,.45161289,.44239631,.28273809,.280597,.28908554,.28318584,.055523086,.054938633,.057276446,.05610754,PLFS_1718,July 2017 - June 2018,NAGALAND,13
11193,2517,1946,570,2554,1957,596,3464,2640,823,3490,2642,847,3885,2936,948,3910,2937,972,2503,1936,566,2523,1948,574,3452,2630,821,3875,2931,943,3452,2630,821,3875,2931,943,8092,4068,4022,.73180515,.72661662,.73088068,.72508693,.65319693,.64787644,.65109676,.64593548,.31562036,.31104794,.31178942,.30931786,.74072671,.73712122,.74068439,.73612165,.66632617,.66280651,.66461957,.66052544,.48107177,.47836775,.47885939,.47590953,.70365995,.69258809,.6991474,.68940318,.61316872,.60126585,.60869563,.6002121,.14818498,.14172053,.14271507,.140726,PLFS_1718,July 2017 - June 2018,MANIPUR,14
6616,1375,1006,369,1377,1008,369,2211,1559,652,2213,1561,652,2549,1762,786,2549,1762,786,1379,1005,374,1392,1015,377,2222,1564,658,2553,1759,793,2222,1564,658,2553,1759,793,4963,2433,2528,.62223226,.62189054,.62646264,.62061208,.54021186,.53942722,.54524088,.54014885,.27745315,.27705017,.28047553,.27785614,.64573991,.64528543,.64897698,.64258313,.57207721,.5709421,.57703239,.57134736,.41430333,.4134813,.41718045,.41307029,.56595093,.56595093,.57294834,.56838906,.46946564,.46946564,.47540984,.47162673,.14596519,.14596519,.14912975,.14794303,PLFS_1718,July 2017 - June 2018,MIZORAM,15
7150,1529,1359,170,1544,1373,171,2346,2033,313,2348,2033,315,2559,2176,383,2561,2176,385,1493,1329,164,1527,1358,169,2330,2024,306,2561,2178,383,2330,2024,306,2561,2178,383,5735,2953,2782,.65758091,.65174764,.65536481,.64077252,.60288948,.59749901,.59625149,.58297539,.26922408,.26660854,.26625982,.2603313,.67535663,.66847026,.67094862,.65662056,.63097429,.62454045,.6235078,.61019284,.46495089,.46020997,.45987132,.4500508,.54285717,.54313099,.55228758,.53594774,.44415584,.44386423,.44125327,.42819843,.061466571,.061107118,.060747664,.058950394,PLFS_1718,July 2017 - June 2018,TRIPURA,16
5980,1607,998,609,1669,999,670,2257,1364,893,2308,1364,944,2321,1391,930,2372,1391,981,1612,1000,612,1618,1001,617,2259,1364,895,2323,1391,932,2259,1364,895,2323,1391,932,4185,2012,2173,.7231369,.71200711,.71624613,.71359009,.70362562,.69237399,.69651312,.69393027,.39880526,.38399044,.38661888,.38518518,.73240471,.73167157,.73387098,.73313785,.71818835,.71746945,.71962619,.71890724,.49652088,.49602386,.4975149,.49701789,.70974576,.68197089,.68938547,.68379891,.68297654,.65483868,.66201717,.65665233,.30832949,.2802577,.28393924,.28163829,PLFS_1718,July 2017 - June 2018,MEGHALAYA,17
14806,3268,3065,203,3300,3092,208,4722,4153,569,4729,4157,572,5219,4542,677,5224,4544,680,3242,3043,199,3278,3074,204,4707,4139,568,5217,4537,680,4707,4139,568,5217,4537,680,11393,5889,5503,.69782197,.6920796,.69640958,.68876141,.63169986,.62617362,.62833047,.62142992,.28965154,.28684279,.28772053,.28456068,.74380565,.73802072,.74269146,.73520172,.68045777,.67481285,.67754024,.67070752,.52504671,.52046186,.52199018,.51672608,.36363637,.35676625,.35915494,.35035211,.30588236,.29985228,.30000001,.29264706,.037797567,.036888968,.037070688,.036162093,PLFS_1718,July 2017 - June 2018,ASSAM,18
25099,5879,5031,848,6350,5170,1180,8675,7218,1456,9079,7293,1785,9319,7756,1562,9692,7807,1884,5659,4699,960,5868,4871,997,8656,7046,1609,9480,7726,1753,8656,7046,1609,9480,7726,1753,19723,10024,9697,.69941622,.6776945,.67791128,.65376616,.6551795,.6308617,.61898732,.59694093,.32195914,.29807839,.29752067,.28692389,.70889896,.69700748,.69131422,.6669032,.6622262,.64865911,.63046855,.60820603,.51576215,.50189543,.48593375,.46877494,.66106445,.58241761,.61963952,.59664387,.62632698,.54289371,.5687393,.54763263,.12168712,.087449729,.1028153,.098999694,PLFS_1718,July 2017 - June 2018,WEST BENGAL,19
12575,2582,2216,365,2745,2283,461,3396,2882,513,3527,2920,606,3756,3195,560,3873,3220,652,2449,2122,326,2471,2140,330,3279,2798,480,3728,3198,529,3279,2798,480,3728,3198,529,8869,4488,4379,.77828181,.76030624,.75358343,.74687403,.70875293,.68743342,.66282189,.65692061,.30950502,.2911264,.27861089,.27613035,.78184932,.76891047,.76483202,.75839883,.70900619,.69358373,.66916823,.66353971,.50868982,.49376115,.47682709,.47281641,.76072609,.711501,.6875,.67916667,.70705521,.65178573,.62381852,.61625707,.10527518,.083352365,.075359672,.074446224,PLFS_1718,July 2017 - June 2018,JHARKHAND,20
15886,3885,3294,591,4125,3343,782,5013,4229,784,5208,4235,973,5508,4616,892,5700,4620,1080,3625,3067,558,3690,3122,568,4814,4054,760,5449,4567,882,4814,4054,760,5449,4567,882,12111,6031,6080,.79205072,.77498502,.76651436,.75301206,.72368419,.7053377,.67718846,.66525966,.34059945,.32078275,.30468169,.29931468,.78937429,.77890754,.77010357,.75653678,.72359306,.71360487,.68359971,.67155683,.55430275,.5461781,.51765877,.5085392,.80369991,.75382656,.7473684,.73421055,.72407407,.66255605,.64399093,.63265306,.12861842,.097203948,.093421049,.091776319,PLFS_1718,July 2017 - June 2018,ORISSA,21
10253,3303,2037,1265,3555,2172,1382,4263,2791,1471,4402,2842,1559,4483,2936,1546,4615,2981,1633,2709,1793,915,2871,1879,991,3844,2650,1193,4189,2898,1290,3844,2650,1193,4189,2898,1290,7681,3929,3751,.80758744,.7748065,.74687827,.70473462,.77031422,.73678339,.68536645,.64669371,.46283036,.43002212,.37377945,.35268846,.76425052,.72984594,.70905662,.67660379,.72861457,.69380111,.64837819,.61870253,.5528124,.51845253,.47823873,.45635021,.88646567,.85995919,.83067894,.76697403,.84629518,.81824064,.76821703,.70930231,.36843508,.33724341,.26419622,.24393494,PLFS_1718,July 2017 - June 2018,CHATTISGARH,22
21389,6137,4597,1540,6338,4717,1621,7850,5953,1897,8012,6030,1982,8315,6350,1965,8445,6396,2049,5695,4341,1354,5795,4419,1376,7544,5797,1747,8221,6337,1884,7544,5797,1747,8221,6337,1884,15966,8317,7649,.79106343,.78178346,.7681601,.75490457,.75050324,.73806375,.70490205,.69273812,.39696854,.3843793,.36295879,.35669547,.78225541,.77221566,.76229084,.74883562,.7374922,.72393703,.6973331,.68502444,.56715161,.55272335,.53132141,.52194303,.81786072,.81180811,.78763592,.77504295,.79111761,.78371501,.73036093,.71868366,.21192312,.20133351,.17989279,.1770166,PLFS_1718,July 2017 - June 2018,MADHYA PRADESH,23
15969,3409,2821,585,3623,2839,781,5480,4622,855,5681,4629,1049,5785,4879,903,5986,4886,1097,3533,2788,742,3585,2823,759,5639,4607,1029,5964,4881,1080,5639,4607,1029,5964,4881,1080,12040,6266,5770,.63773984,.62208027,.63575101,.62652951,.60524559,.58928263,.60110664,.59238768,.30091363,.28313953,.29775748,.29343852,.61330742,.61034185,.61276317,.60516608,.58104789,.57819223,.57836509,.57119441,.45308012,.45020747,.45052665,.44494095,.74451858,.68421054,.73760933,.72108841,.71194166,.64784056,.7027778,.68703705,.13535528,.10138648,.13154246,.12859619,PLFS_1718,July 2017 - June 2018,GUJARAT,24
1187,127,103,24,201,128,73,480,400,80,526,401,125,493,410,83,538,411,127,136,100,36,140,103,37,488,394,94,512,415,97,488,394,94,512,415,97,893,502,391,.38212928,.26458332,.28688523,.27868852,.37360594,.25760648,.2734375,.265625,.22508399,.14221725,.15677492,.15229563,.31920201,.25749999,.26142132,.2538071,.31143552,.25121951,.24819277,.24096386,.25498009,.20517929,.20517929,.19920319,.58399999,.30000001,.39361703,.38297874,.57480317,.28915662,.38144329,.37113401,.18670076,.061381076,.094629154,.092071608,PLFS_1718,July 2017 - June 2018,D & N. HAVELI & DAMAN & DIU,25
33075,8028,5624,2404,8226,5737,2489,12276,8982,3294,12426,9053,3373,12989,9497,3492,13106,9538,3568,7526,5358,2168,7612,5421,2191,11840,8756,3084,12841,9471,3370,11840,8756,3084,12841,9471,3370,24660,12560,12096,.66199905,.65395892,.64290541,.63564187,.62765145,.61806142,.5927887,.5860914,.33357665,.32554746,.30867803,.30519059,.63371259,.62614119,.61911833,.61192328,.60148877,.59218699,.57237881,.56572694,.45676753,.44777071,.43160829,.42659235,.73791879,.72981179,.71044099,.70298314,.6975897,.68843073,.65014839,.64332342,.20577051,.19874339,.18113425,.17923281,PLFS_1718,July 2017 - June 2018,MAHARASHTRA,27
14565,4515,2840,1675,4710,2926,1784,6092,4031,2061,6237,4072,2165,6532,4343,2189,6645,4359,2286,4046,2602,1444,4187,2693,1494,5796,3901,1895,6417,4301,2116,5796,3901,1895,6417,4301,2116,11159,5452,5707,.75517076,.7411359,.72239476,.69806761,.70880359,.69121248,.65248561,.63051271,.42208084,.40460613,.37521282,.36257729,.71856582,.70453984,.69033581,.66700846,.67125487,.65392584,.62613344,.60497558,.5366838,.52090979,.49394718,.47725606,.82401848,.81271225,.78839052,.76200527,.78040242,.76518959,.70604914,.68241966,.31259856,.2934992,.26178378,.25302261,PLFS_1718,July 2017 - June 2018,ANDHRA PRADESH,28
16691,4149,3152,996,4165,3163,1001,6144,4648,1495,6148,4649,1498,6500,4918,1581,6504,4919,1584,4020,3100,919,4064,3125,938,6032,4599,1432,6461,4915,1545,6032,4599,1432,6461,4915,1545,12643,6358,6284,.67745608,.67529297,.67374003,.66644561,.64037514,.63830769,.62900478,.62219471,.3294313,.32816577,.32144269,.3179625,.68036139,.67814112,.67949551,.67405957,.64301687,.64091092,.63580877,.63072228,.49748349,.49575338,.49150676,.4875747,.66822428,.66622072,.65502793,.64175975,.63194442,.62998104,.60711974,.59482199,.15929344,.15849777,.14926799,.14624444,PLFS_1718,July 2017 - June 2018,KARNATAKA,29
1661,202,154,48,216,158,58,556,406,150,564,406,158,638,442,196,646,442,204,192,146,46,204,152,52,533,387,146,635,431,204,533,387,146,635,431,204,1204,576,627,.38297874,.36330935,.38273922,.36022514,.33436534,.31661442,.32125986,.3023622,.17940199,.16777408,.16943522,.15946844,.38916257,.37931034,.39276487,.37726098,.35746607,.3484163,.35266823,.33874711,.27430555,.2673611,.2638889,.25347221,.36708862,.31999999,.3561644,.31506848,.28431374,.24489796,.25490198,.2254902,.092503987,.076555021,.082934611,.073365234,PLFS_1718,July 2017 - June 2018,GOA,30
638,76,74,2,76,74,2,165,137,28,165,137,28,212,157,55,212,157,55,73,71,2,73,71,2,161,134,27,211,156,55,161,134,27,211,156,55,468,208,260,.46060607,.46060607,.45341614,.45341614,.35849056,.35849056,.34597155,.34597155,.16239317,.16239317,.15598291,.15598291,.54014599,.54014599,.52985072,.52985072,.47133759,.47133759,.45512819,.45512819,.35576922,.35576922,.34134614,.34134614,.071428575,.071428575,.074074075,.074074075,.036363635,.036363635,.036363635,.036363635,.0076923077,.0076923077,.0076923077,.0076923077,PLFS_1718,July 2017 - June 2018,LAKSHDWEEP,31
17400,3061,2500,560,3305,2568,736,5069,3818,1250,5274,3853,1420,5872,4125,1746,6054,4146,1907,2811,2281,529,2949,2365,583,4915,3657,1257,5867,4098,1768,4915,3657,1257,5867,4098,1768,12267,5588,6677,.6266591,.60386664,.60000002,.57192266,.54592007,.52128744,.50264192,.47912049,.26942202,.24953127,.24040107,.22915138,.66649365,.65479308,.64670497,.62373531,.61939216,.60606062,.57711077,.55661297,.45955619,.44738725,.42322835,.40819612,.51830983,.44800001,.4638027,.42084327,.38594651,.3207331,.32975113,.29920813,.11022914,.083870001,.087314665,.079227194,PLFS_1718,July 2017 - June 2018,KERALA,32
23614,5226,3503,1723,5515,3610,1905,9030,6353,2677,9244,6391,2853,9909,6938,2971,10074,6959,3115,4726,3177,1549,4883,3288,1595,8619,6078,2541,9775,6875,2900,8619,6078,2541,9775,6875,2900,17969,8824,9144,.59660321,.57873756,.56653905,.54832345,.54744887,.52739936,.49953964,.48347825,.30691746,.29083422,.27174577,.26300851,.56485683,.55139303,.5409674,.52270484,.51875269,.50490057,.47825456,.46210909,.4091115,.3969855,.37262014,.36004078,.66771817,.64363092,.62770563,.60960251,.61155701,.57993942,.55000001,.5341379,.20833333,.18842956,.17443132,.16940071,PLFS_1718,July 2017 - June 2018,TAMIL NADU,33
2075,316,280,36,321,283,38,639,501,138,642,503,139,721,550,171,723,551,172,298,260,38,302,264,38,620,479,141,722,549,173,620,479,141,722,549,173,1556,746,810,.5,.49452269,.48709679,.48064515,.44398341,.43828017,.41828254,.41274238,.2062982,.20308483,.1940874,.19151671,.56262428,.55888224,.55114824,.54279751,.51361161,.5090909,.48087433,.47358835,.37935656,.37533513,.35388741,.34852546,.27338129,.26086956,.26950353,.26950353,.22093023,.21052632,.21965317,.21965317,.046913579,.044444446,.046913579,.046913579,PLFS_1718,July 2017 - June 2018,PONDICHERRY,34
1863,276,240,36,288,249,39,684,547,137,696,557,139,829,597,232,833,600,233,275,236,39,276,237,39,684,545,139,827,599,228,684,545,139,827,599,228,1413,726,687,.41379312,.40350878,.40350878,.40204677,.34573829,.33293125,.33373639,.33252722,.20382166,.19532908,.19532908,.19462137,.4470377,.43875685,.43486238,.43302754,.41499999,.40201005,.39565945,.39398998,.3429752,.33057851,.32644629,.32506886,.28057554,.26277372,.28057554,.28057554,.16738197,.15517241,.17105263,.17105263,.056768559,.052401748,.056768559,.056768559,PLFS_1718,July 2017 - June 2018,A & N ISLANDS,35
10453,2573,1695,878,2600,1707,893,3963,2797,1166,3982,2802,1180,4342,3077,1265,4357,3078,1279,2528,1669,859,2550,1682,868,3929,2776,1153,4348,3077,1271,3929,2776,1153,4348,3077,1271,8121,4108,4013,.65293825,.64925563,.64902014,.6434207,.5967409,.59258407,.58647656,.58141673,.32015762,.3168329,.31400073,.31129172,.60920769,.60600644,.6059078,.60122478,.55458087,.55086124,.54663634,.54241145,.41553068,.41260955,.40944499,.40628043,.75677967,.75300169,.75281876,.745013,.69820172,.69407117,.68292683,.6758458,.22252679,.21878894,.21629703,.21405432,PLFS_1718,July 2017 - June 2018,TELANGANA,36
14722,2643,2422,221,4174,2951,1223,4395,3906,489,5557,4085,1472,4749,4096,653,5862,4234,1628,3252,2329,923,3419,2481,938,5059,3868,1191,5485,4094,1391,5059,3868,1191,5485,4094,1391,10875,5554,5321,.75112468,.60136521,.67582524,.64281482,.71204364,.55653822,.62333637,.59288973,.38381609,.24303448,.31439081,.29903448,.722399,.62007171,.64141673,.60211998,.69697684,.59130859,.60600877,.56888127,.5313288,.43608209,.44670507,.41933742,.83084238,.45194274,.78757346,.774979,.75122851,.33843797,.674335,.66355139,.22984402,.041533545,.17628266,.17346363,PLFS_1819,July 2018 - June 2019,JAMMU & KASHMIR,1
551,79,69,10,153,94,59,192,146,46,239,154,85,197,146,51,242,154,88,117,73,44,138,85,53,229,150,79,237,151,86,229,150,79,237,151,86,398,202,196,.64016736,.41145834,.60262007,.51091701,.63223141,.40101522,.58227849,.49367088,.38442212,.19849247,.34673366,.29396984,.61038959,.47260273,.56666666,.48666668,.61038959,.47260273,.56291389,.48344371,.46534654,.34158415,.42079207,.36138615,.69411767,.2173913,.6708861,.55696201,.67045456,.19607843,.61627907,.51162791,.30102041,.05102041,.27040815,.22448979,PLFS_1819,July 2018 - June 2019,LADAKH,37
7278,2510,1285,1223,2847,1445,1400,3237,1835,1400,3409,1879,1528,3469,1965,1502,3592,1984,1606,2316,1195,1119,2352,1216,1134,3067,1763,1302,3344,1956,1386,3067,1763,1302,3344,1956,1386,5161,2522,2637,.83514225,.77540934,.76687318,.7551353,.79259467,.72355145,.70334929,.69258374,.55163729,.48633987,.45572564,.44875023,.7690261,.7002725,.68973339,.67782187,.72832662,.65394402,.62167686,.61094069,.57295799,.50951624,.48215702,.47383028,.91623038,.87357146,.87096775,.859447,.87173098,.81424767,.81818181,.80735928,.53090632,.46378461,.43003413,.42434585,PLFS_1819,July 2018 - June 2019,HIMACHAL PRADESH,2
13355,2536,2177,359,2653,2200,453,4427,3694,732,4527,3698,828,4800,3981,818,4900,3985,914,2456,2067,389,2492,2101,391,4379,3609,769,4823,3947,875,4379,3609,769,4823,3947,875,9950,5133,4814,.5860393,.57284844,.5690797,.56085867,.54142857,.52833331,.51669085,.50922662,.26663315,.25487438,.25045225,.24683417,.59491616,.58933407,.5821557,.57273483,.55207026,.54684752,.53230304,.52368885,.42859927,.42411846,.40931231,.40268847,.54710144,.49043715,.50845253,.50585175,.49562362,.43887532,.44685715,.44457144,.094100542,.074574158,.081221439,.08080598,PLFS_1819,July 2018 - June 2019,PUNJAB,3
1323,118,108,10,130,116,14,464,379,85,470,383,87,497,401,96,503,405,98,117,105,12,122,109,13,460,376,84,493,399,94,460,376,84,493,399,94,980,525,455,.27659574,.25431034,.26521739,.25434783,.25844932,.23742455,.24746451,.23732251,.13265306,.12040816,.1244898,.11938775,.30287206,.28496042,.28989363,.27925533,.28641975,.26932669,.27318296,.2631579,.22095238,.20571429,.20761904,.2,.16091955,.11764706,.15476191,.14285715,.14285715,.10416666,.13829787,.12765957,.030769231,.021978023,.028571429,.026373627,PLFS_1819,July 2018 - June 2019,CHANDIGARH,4
