pop_tot_unw,pop_workingage_unw,worker_PS_unw,worker_PS_m_unw,worker_PS_f_unw,worker_PS_rur_unw,worker_PS_urb_unw,labor_force_PS_unw,labor_force_PS_m_unw,labor_force_PS_f_unw,labor_force_PS_rur_unw,labor_force_PS_urb_unw,worker_W_unw,worker_W_m_unw,worker_W_f_unw,worker_W_rur_unw,worker_W_urb_unw,labor_force_W_unw,labor_force_W_m_unw,labor_force_W_f_unw,labor_force_W_rur_unw,labor_force_W_urb_unw,pop_m_unw,pop_f_unw,pop_rur_unw,pop_urb_unw,s_casual_w_worker_PS_unw,s_casual_w_worker_P_unw,s_casual_w_worker_WD_unw,s_casual_w_worker_W_unw,s_casual_w_lf_PS_unw,s_casual_w_lf_P_unw,s_casual_w_lf_WD_unw,s_casual_w_lf_W_unw,s_casual_w_worker_PS_m_unw,s_casual_w_worker_P_m_unw,s_casual_w_worker_WD_m_unw,s_casual_w_worker_W_m_unw,s_casual_w_lf_PS_m_unw,s_casual_w_lf_P_m_unw,s_casual_w_lf_WD_m_unw,s_casual_w_lf_W_m_unw,s_casual_w_worker_PS_f_unw,s_casual_w_worker_P_f_unw,s_casual_w_worker_WD_f_unw,s_casual_w_worker_W_f_unw,s_casual_w_lf_PS_f_unw,s_casual_w_lf_P_f_unw,s_casual_w_lf_WD_f_unw,s_casual_w_lf_W_f_unw,s_casual_w_worker_PS_rur_unw,s_casual_w_worker_P_rur_unw,s_casual_w_worker_WD_rur_unw,s_casual_w_worker_W_rur_unw,s_casual_w_lf_PS_rur_unw,s_casual_w_lf_P_rur_unw,s_casual_w_lf_WD_rur_unw,s_casual_w_lf_W_rur_unw,s_casual_w_worker_PS_urb_unw,s_casual_w_worker_P_urb_unw,s_casual_w_worker_WD_urb_unw,s_casual_w_worker_W_urb_unw,s_casual_w_lf_PS_urb_unw,s_casual_w_lf_P_urb_unw,s_casual_w_lf_WD_urb_unw,s_casual_w_lf_W_urb_unw,data,time,state_name,lf_share_unw,worker_share_unw,lf_share_m_unw,worker_share_m_unw,lf_share_f_unw,worker_share_f_unw,lf_share_urb_unw,worker_share_urb_unw,lf_share_rur_unw,worker_share_rur_unw
14971,11109,5331,4136,1194,3324,2007,5714,4339,1374,3479,2235,4897,3930,966,2951,1946,5478,4234,1243,3215,2263,5758,5350,6416,4693,.72219098,.61263108,.67551559,.65039819,.67378366,.5568912,.60387003,.58141655,.6989845,.63169926,.65521628,.62748092,.66628253,.59341449,.60817194,.58242798,.80234504,.44419643,.75776398,.74327123,.69723433,.314376,.58889782,.57763475,.84897715,.71207178,.79464591,.75804812,.81115264,.65688485,.72939348,.69580096,.51220727,.48655635,.49486125,.48715314,.45995525,.43424088,.42554131,.41891295,PLFS_1718,July 2017 - June 2018,JAMMU & KASHMIR,.51435775,.47988117,.75356025,.71830499,.25682244,.22317757,.4762412,.4276582,.54223818,.51807982
549,402,211,134,77,116,95,230,138,92,125,105,205,133,72,114,91,226,140,86,122,104,188,214,222,180,.63033175,.5,.60487807,.58048779,.5782609,.43915343,.54867256,.52654868,.57462686,.5271318,.56390977,.52631581,.557971,.50370371,.53571427,.5,.72727275,.4054054,.68055558,.68055558,.60869563,.27777779,.56976742,.56976742,.67241377,.51724136,.65789473,.62280703,.62400001,.46391752,.61475408,.58196723,.57894737,.48101267,.53846157,.52747256,.52380955,.41304347,.47115386,.46153846,PLFS_1718,July 2017 - June 2018,LADAKH,.57213932,.52487564,.73404253,.71276593,.42990655,.35981309,.58333331,.52777779,.56306309,.52252251
7648,5421,3365,1978,1386,2894,471,3531,2087,1443,3029,502,3046,1876,1169,2596,450,3317,2072,1244,2822,495,2631,2789,4480,941,.81188709,.77355576,.76526594,.75574523,.77371848,.72833043,.70274347,.6940006,.73913044,.69444442,.68869936,.67963755,.70052707,.65154439,.62355214,.6153475,.9163059,.89318883,.88879383,.87852865,.88011086,.84542125,.83520901,.82556272,.86420178,.82342345,.81972265,.80970722,.82568502,.7769466,.75407511,.74486178,.49044585,.47402596,.45111111,.44444445,.46015936,.44064388,.410101,.4040404,PLFS_1718,July 2017 - June 2018,HIMACHAL PRADESH,.65135586,.62073416,.79323453,.75180542,.51738977,.49695233,.53347504,.50053138,.67611605,.64598215
13374,9977,4400,3690,708,2040,2360,4798,3989,807,2224,2574,4295,3613,680,1975,2320,4769,3968,799,2203,2566,5166,4809,4845,5132,.59931821,.5930447,.5913853,.58183932,.549604,.54313433,.53260642,.52400923,.61897022,.61665761,.61251038,.60309994,.57257456,.57024586,.55771172,.54914314,.49717513,.46024466,.47941175,.46911764,.43618339,.39973441,.40801001,.39924905,.74705881,.74103588,.73873419,.72810125,.68525177,.67883211,.66227871,.65274626,.47161016,.46572408,.46594828,.45732757,.43240094,.42644173,.42127827,.41348401,PLFS_1718,July 2017 - June 2018,PUNJAB,.48090607,.44101432,.77216417,.71428573,.16781035,.14722395,.50155884,.4598597,.45902991,.42105263
1389,1010,484,377,107,76,408,539,409,130,82,457,477,375,102,72,405,536,410,126,78,458,520,490,149,861,.33677685,.32150313,.31865829,.29979035,.30241188,.2883895,.28358209,.26679105,.35809019,.34574467,.34666666,.32266667,.33007336,.31862745,.31707317,.29512194,.26168224,.23300971,.21568628,.21568628,.21538462,.19047619,.17460318,.17460318,.28947368,.26027396,.2361111,.2361111,.2682927,.24050634,.21794872,.21794872,.34558824,.33251232,.33333334,.31111112,.30853391,.29670331,.29475984,.27510917,PLFS_1718,July 2017 - June 2018,CHANDIGARH,.53366339,.47920793,.78653848,.72500002,.26530612,.21836735,.53077817,.4738676,.55033559,.51006711
7003,5184,2099,1723,376,1206,893,2304,1864,440,1305,999,2064,1700,364,1180,884,2298,1865,433,1301,997,2654,2528,2850,2334,.66650784,.66061187,.66085273,.64825583,.60720485,.60165435,.59355962,.58224541,.66337782,.66026759,.65882355,.64999998,.61319745,.61021507,.60053617,.5924933,.68085104,.66219836,.67032969,.6401099,.58181816,.56521738,.56351042,.53810626,.78938639,.77990031,.779661,.76355934,.7295019,.72064465,.70714837,.69254422,.50055993,.49887386,.50226247,.49434388,.44744745,.44567403,.44533601,.43831494,PLFS_1718,July 2017 - June 2018,UTTARANCHAL,.44444445,.40489969,.70233607,.64920872,.17405063,.14873418,.42802057,.38260496,.45789474,.4231579
12004,8550,3641,3105,536,1946,1695,3946,3369,577,2118,1828,3495,2993,502,1838,1657,3902,3344,558,2080,1822,4521,4028,4572,3978,.61219448,.6074869,.59713876,.58712447,.56487584,.56029451,.53485394,.52588415,.60418677,.59929079,.5893752,.57834947,.55684179,.55212355,.52751195,.51764351,.65858209,.65536726,.6434263,.63944221,.61178511,.60839158,.57885307,.57526881,.74563205,.73957795,.72687703,.71381938,.68508029,.67911154,.6423077,.63076925,.45899704,.4556213,.45322871,.44659021,.42560175,.42238069,.41218442,.40614709,PLFS_1718,July 2017 - June 2018,HARYANA,.46152046,.42584795,.74518913,.68679494,.14324728,.13306852,.4595274,.42609352,.4632546,.42563429
3956,3074,1283,1123,158,82,1201,1428,1250,176,90,1338,1265,1107,156,81,1184,1428,1251,175,90,1338,1673,1398,195,2879,.3390491,.33568075,.33754942,.33359683,.30462185,.30147576,.2990196,.29551822,.35440785,.35325602,.35230353,.35049683,.3184,.31730768,.31175059,.31015188,.23417722,.21290323,.23717949,.21794872,.21022727,.19075145,.21142857,.19428572,.40243903,.40243903,.4074074,.4074074,.36666667,.36666667,.36666667,.36666667,.33472106,.33110368,.33277026,.3285473,.30044842,.29707426,.29446936,.29073244,PLFS_1718,July 2017 - June 2018,DELHI,.46454132,.41737151,.74716079,.67124927,.12589413,.11301859,.46474472,.41715872,.46153846,.42051283
20771,14730,6767,5153,1611,4339,2428,7189,5525,1661,4541,2648,6182,4911,1269,3829,2353,6813,5478,1333,4198,2615,7643,7084,8800,5930,.73607212,.70822906,.70414108,.69297963,.69286412,.66164863,.63892561,.62879789,.69959247,.68235528,.67684788,.66544491,.65248871,.63253009,.60679078,.59656811,.85288638,.80883473,.81008667,.79984242,.82721251,.7791636,.77119279,.76144034,.86010599,.82971287,.82919824,.81666231,.82184541,.78483701,.75631255,.74487853,.51441514,.50439882,.50063747,.49171272,.47167674,.46165645,.45047802,.44244742,PLFS_1718,July 2017 - June 2018,RAJASTHAN,.48805159,.45940259,.7228837,.67421168,.23447205,.22741389,.44654301,.4094435,.51602274,.49306819
44933,31233,12726,10836,1887,8299,4427,13650,11684,1963,8766,4884,11949,10359,1588,7641,4308,13272,11578,1692,8413,4859,15815,15412,20068,11165,.80323744,.78815168,.7834965,.76893467,.74886447,.73101389,.7053948,.69228452,.80444813,.79637754,.78781736,.77208227,.74606299,.73655123,.7048713,.69079286,.79597247,.72446042,.75566751,.74874055,.76515538,.68690312,.70921987,.70271868,.90818173,.89500904,.89124459,.87580162,.85979921,.84209245,.80946153,.79543561,.60650551,.59899288,.59238625,.57938719,.54975432,.54193413,.52521098,.51368594,PLFS_1718,July 2017 - June 2018,UTTAR PRADESH,.43703774,.40745366,.7387923,.68517232,.12736829,.12243706,.43743843,.39650694,.43681481,.41354394
22080,15254,5124,4840,284,3608,1516,5578,5277,301,3901,1677,5037,4764,273,3538,1499,5547,5256,291,3877,1670,8067,7187,10737,4517,.80874318,.80794829,.80285883,.80166763,.74291861,.74199927,.72904271,.72796106,.82458675,.82388246,.81884968,.81780016,.75630093,.75555134,.74219942,.74124807,.53873241,.5289855,.52380955,.52014655,.50830567,.49829352,.49140894,.4879725,.86640799,.86551821,.86093837,.86037308,.80133301,.80035973,.78565902,.78514314,.67150396,.67064279,.66577721,.66310877,.60703635,.60598803,.59760481,.5952096,PLFS_1718,July 2017 - June 2018,BIHAR,.36567459,.3359119,.65414655,.59997523,.041881174,.039515793,.3712641,.335621,.36332309,.33603427
2627,2092,1238,818,420,788,450,1293,845,448,809,484,1181,803,378,732,449,1249,833,416,764,485,1096,996,1270,822,.62197089,.61712438,.60287893,.6003387,.5955143,.59087396,.57005602,.56765413,.6259169,.62102687,.61519301,.61394769,.60591716,.60118341,.59303719,.59183675,.61428571,.60952383,.57671958,.5714286,.57589287,.5714286,.52403843,.51923078,.71319795,.70558375,.68715847,.68442625,.6946848,.68726826,.65837699,.65575916,.46222222,.46222222,.46547884,.46325168,.42975205,.42975205,.43092784,.42886597,PLFS_1718,July 2017 - June 2018,SIKKIM,.61806881,.59177822,.77098542,.74635035,.44979921,.42168674,.58880776,.54744524,.63700789,.62047243
7320,5576,2168,1864,304,1453,715,2353,1992,361,1555,798,2161,1863,298,1446,715,2352,1991,361,1552,800,3027,2549,3595,1981,.6471402,.64510167,.64738548,.64553446,.59626007,.59328514,.59481293,.59311223,.64860517,.64787978,.6505636,.64895332,.60692769,.60592371,.60873932,.60723257,.6381579,.62790698,.62751681,.62416106,.53739613,.52354568,.51800555,.51523548,.76324844,.76052451,.76417702,.76141077,.71318328,.70868164,.71198452,.70940721,.41118881,.41118881,.41118881,.41118881,.36842105,.36842105,.36750001,.36750001,PLFS_1718,July 2017 - June 2018,ARUNACHAL PRADESH,.42198709,.38880917,.6580773,.6157912,.14162417,.11926246,.40282685,.36092883,.43254521,.40417245
4576,3515,1165,949,216,668,497,1506,1170,336,872,634,1165,948,217,668,497,1510,1171,339,873,637,1804,1711,1977,1538,.46094421,.459622,.46266094,.45579398,.3565737,.35548171,.35695365,.35165563,.46575344,.46469969,.46518987,.45886075,.37777779,.37692308,.37660119,.37147737,.43981481,.43720931,.45161289,.44239631,.28273809,.280597,.28908554,.28318584,.56137723,.56137723,.56137723,.5538922,.43004587,.43004587,.42955327,.42382589,.32595575,.32258064,.32997987,.32394367,.25552049,.25276461,.25745684,.25274727,PLFS_1718,July 2017 - June 2018,NAGALAND,.42844951,.33143669,.64855874,.52605319,.19637638,.12624197,.41222367,.32314694,.44107234,.33788568
11193,8092,3490,2642,847,1872,1618,3910,2937,972,2072,1838,3452,2630,821,1853,1599,3875,2931,943,2054,1821,4068,4022,4230,3862,.73180515,.72661662,.73088068,.72508693,.65319693,.64787644,.65109676,.64593548,.74072671,.73712122,.74068439,.73612165,.66632617,.66280651,.66461957,.66052544,.70365995,.69258809,.6991474,.68940318,.61316872,.60126585,.60869563,.6002121,.80608976,.80139935,.80572045,.80032378,.72828186,.72316658,.72687441,.72200584,.64585906,.64009964,.64415258,.63789868,.56855279,.56297916,.56562328,.56013179,PLFS_1718,July 2017 - June 2018,MANIPUR,.48319328,.43129015,.7219764,.64945918,.24167082,.21059175,.47591922,.4189539,.48983452,.44255319
6616,4963,2213,1561,652,807,1406,2549,1762,786,897,1652,2222,1564,658,810,1412,2553,1759,793,897,1656,2433,2528,1675,3288,.62223226,.62189054,.62646264,.62061208,.54021186,.53942722,.54524088,.54014885,.64573991,.64528543,.64897698,.64258313,.57207721,.5709421,.57703239,.57134736,.56595093,.56595093,.57294834,.56838906,.46946564,.46946564,.47540984,.47162673,.84758365,.84758365,.85185188,.84567899,.76254183,.76254183,.76923078,.76365662,.49288762,.49216524,.49716714,.49150142,.41949153,.41828087,.42391303,.41908213,PLFS_1718,July 2017 - June 2018,MIZORAM,.51360065,.44589967,.72420877,.64159477,.31091774,.25791138,.50243306,.42761558,.5355224,.48179105
7150,5735,2348,2033,315,1589,759,2561,2176,385,1724,837,2330,2024,306,1576,754,2561,2178,383,1730,831,2953,2782,3842,1893,.65758091,.65174764,.65536481,.64077252,.60288948,.59749901,.59625149,.58297539,.67535663,.66847026,.67094862,.65662056,.63097429,.62454045,.6235078,.61019284,.54285717,.54313099,.55228758,.53594774,.44415584,.44386423,.44125327,.42819843,.75015736,.74370277,.74619287,.72906089,.69141531,.68543237,.6797688,.66416186,.46376812,.4591029,.46551725,.45623341,.42054957,.41626793,.42238268,.41395909,PLFS_1718,July 2017 - June 2018,TRIPURA,.44655624,.40941587,.73687774,.68845242,.13838965,.1132279,.4421553,.40095088,.44872463,.41358668
5980,4185,2308,1364,944,1672,636,2372,1391,981,1692,680,2259,1364,895,1624,635,2323,1391,932,1644,679,2012,2173,2784,1401,.7231369,.71200711,.71624613,.71359009,.70362562,.69237399,.69651312,.69393027,.73240471,.73167157,.73387098,.73313785,.71818835,.71746945,.71962619,.71890724,.70974576,.68197089,.68938547,.68379891,.68297654,.65483868,.66201717,.65665233,.82535887,.81504315,.81834978,.81588668,.81560284,.8051157,.80839413,.80596107,.45440251,.44881889,.45511812,.45196849,.42500001,.4197349,.42562592,.42268041,PLFS_1718,July 2017 - June 2018,MEGHALAYA,.56678617,.55149341,.69135189,.67793238,.4514496,.43442246,.4853676,.45396146,.60775864,.60057473
14806,11393,4729,4157,572,3581,1148,5224,4544,680,3971,1253,4707,4139,568,3564,1143,5217,4537,680,3964,1253,5889,5503,8675,2718,.69782197,.6920796,.69640958,.68876141,.63169986,.62617362,.62833047,.62142992,.74380565,.73802072,.74269146,.73520172,.68045777,.67481285,.67754024,.67070752,.36363637,.35676625,.35915494,.35035211,.30588236,.29985228,.30000001,.29264706,.75481707,.74860179,.7553311,.74775535,.68068498,.67464715,.67911202,.6723007,.52003485,.51570678,.51268589,.50481188,.47645649,.47242206,.46767756,.46049482,PLFS_1718,July 2017 - June 2018,ASSAM,.45852718,.41507944,.77160805,.70589232,.12356896,.1039433,.46100074,.42236939,.45775217,.41279539
25099,19723,9079,7293,1785,5003,4076,9692,7807,1884,5242,4450,8656,7046,1609,4703,3953,9480,7726,1753,5087,4393,10024,9697,10674,9049,.69941622,.6776945,.67791128,.65376616,.6551795,.6308617,.61898732,.59694093,.70889896,.69700748,.69131422,.6669032,.6622262,.64865911,.63046855,.60820603,.66106445,.58241761,.61963952,.59664387,.62632698,.54289371,.5687393,.54763263,.83629823,.81827688,.81756324,.79204762,.79816866,.7768513,.75584823,.73225868,.53140336,.505009,.51176322,.48924866,.48674157,.45913124,.46050534,.44024584,PLFS_1718,July 2017 - June 2018,WEST BENGAL,.49140596,.46032551,.77883083,.72755384,.1942869,.18407755,.49176705,.4504365,.49109986,.46870902
12575,8869,3527,2920,606,2276,1251,3873,3220,652,2454,1419,3279,2798,480,2054,1225,3728,3198,529,2312,1416,4488,4379,5429,3440,.77828181,.76030624,.75358343,.74687403,.70875293,.68743342,.66282189,.65692061,.78184932,.76891047,.76483202,.75839883,.70900619,.69358373,.66916823,.66353971,.76072609,.711501,.6875,.67916667,.70705521,.65178573,.62381852,.61625707,.89191562,.87447894,.87049657,.8627069,.82722086,.8044312,.77335638,.76643598,.57154274,.56103474,.55755103,.55265307,.50387597,.4925479,.48234463,.47810733,PLFS_1718,July 2017 - June 2018,JHARKHAND,.43668959,.3976773,.7174688,.65062386,.14889245,.13838775,.41249999,.36366278,.45201695,.41923007
15886,12111,5208,4235,973,3924,1284,5700,4620,1080,4265,1435,4814,4054,760,3559,1255,5449,4567,882,4036,1413,6031,6080,8992,3119,.79205072,.77498502,.76651436,.75301206,.72368419,.7053377,.67718846,.66525966,.78937429,.77890754,.77010357,.75653678,.72359306,.71360487,.68359971,.67155683,.80369991,.75382656,.7473684,.73421055,.72407407,.66255605,.64399093,.63265306,.87920487,.86291182,.85613936,.84180951,.80890971,.79084492,.75495541,.74231911,.52570093,.51000798,.51235062,.50119519,.47038329,.45467523,.45506015,.44515216,PLFS_1718,July 2017 - June 2018,ORISSA,.47064653,.4300223,.76604211,.7022053,.17763157,.1600329,.46008337,.41167042,.47431049,.4363879
10253,7681,4402,2842,1559,3116,1286,4615,2981,1633,3208,1407,3844,2650,1193,2625,1219,4189,2898,1290,2823,1366,3929,3751,4997,2684,.80758744,.7748065,.74687827,.70473462,.77031422,.73678339,.68536645,.64669371,.76425052,.72984594,.70905662,.67660379,.72861457,.69380111,.64837819,.61870253,.88646567,.85995919,.83067894,.76697403,.84629518,.81824064,.76821703,.70930231,.93421054,.90083194,.88152379,.83123809,.90741897,.87210053,.81969535,.77293658,.5007776,.47376788,.45693192,.43232158,.45771143,.43219724,.40775988,.38579795,PLFS_1718,July 2017 - June 2018,CHATTISGARH,.60083324,.57310247,.75871724,.72333926,.43535057,.4156225,.52421761,.47913563,.64198518,.62357414
21389,15966,8012,6030,1982,5092,2920,8445,6396,2049,5274,3171,7544,5797,1747,4756,2788,8221,6337,1884,5113,3108,8317,7649,9490,6476,.79106343,.78178346,.7681601,.75490457,.75050324,.73806375,.70490205,.69273812,.78225541,.77221566,.76229084,.74883562,.7374922,.72393703,.6973331,.68502444,.81786072,.81180811,.78763592,.77504295,.79111761,.78371501,.73036093,.71868366,.91398269,.90463817,.8946594,.88036168,.88244218,.86952347,.83219242,.81889302,.57671231,.56601125,.55236727,.5408895,.53106278,.51816136,.4954955,.48519948,PLFS_1718,July 2017 - June 2018,MADHYA PRADESH,.52893651,.50181633,.76902729,.72502106,.26787814,.25911883,.48965409,.45089561,.55574286,.53656483
15969,12040,5681,4629,1049,2984,2697,5986,4886,1097,3150,2836,5639,4607,1029,2953,2686,5964,4881,1080,3132,2832,6266,5770,6077,5963,.63773984,.62208027,.63575101,.62652951,.60524559,.58928263,.60110664,.59238768,.61330742,.61034185,.61276317,.60516608,.58104789,.57819223,.57836509,.57119441,.74451858,.68421054,.73760933,.72108841,.71194166,.64784056,.7027778,.68703705,.79825735,.78257793,.79580086,.78462583,.75619048,.73913044,.7503193,.73978287,.46014088,.45143071,.45979151,.45271781,.43758816,.42898032,.43608758,.42937854,PLFS_1718,July 2017 - June 2018,GUJARAT,.49717608,.47184387,.77976382,.73874879,.19012132,.18180242,.47559953,.4522891,.51834786,.49103177
1187,893,526,401,125,239,287,538,411,127,245,293,488,394,94,209,279,512,415,97,223,289,502,391,401,492,.38212928,.26458332,.28688523,.27868852,.37360594,.25760648,.2734375,.265625,.31920201,.25749999,.26142132,.2538071,.31143552,.25121951,.24819277,.24096386,.58399999,.30000001,.39361703,.38297874,.57480317,.28915662,.38144329,.37113401,.56903768,.35820895,.40191388,.38277513,.55510205,.34615386,.37668163,.35874438,.22648084,.19713262,.20071685,.20071685,.221843,.19298245,.19377163,.19377163,PLFS_1718,July 2017 - June 2018,D & N. HAVELI & DAMAN & DIU,.6024636,.58902574,.81872511,.79880476,.32480818,.31969309,.59552848,.58333331,.61097258,.59600997
33075,24660,12426,9053,3373,6431,5995,13106,9538,3568,6626,6480,11840,8756,3084,5993,5847,12841,9471,3370,6405,6436,12560,12096,11389,13271,.66199905,.65395892,.64290541,.63564187,.62765145,.61806142,.5927887,.5860914,.63371259,.62614119,.61911833,.61192328,.60148877,.59218699,.57237881,.56572694,.73791879,.72981179,.71044099,.70298314,.6975897,.68843073,.65014839,.64332342,.86953819,.86007905,.85166025,.84615386,.84394807,.83078802,.79687744,.79172522,.43936613,.43488491,.42893791,.41987345,.40648147,.40180096,.38968304,.38144809,PLFS_1718,July 2017 - June 2018,MAHARASHTRA,.53146797,.50389296,.75939488,.72078025,.29497355,.27885252,.48828271,.45173687,.58178943,.56466764
14565,11159,6237,4072,2165,3851,2386,6645,4359,2286,4041,2604,5796,3901,1895,3494,2302,6417,4301,2116,3852,2565,5452,5707,6200,4959,.75517076,.7411359,.72239476,.69806761,.70880359,.69121248,.65248561,.63051271,.71856582,.70453984,.69033581,.66700846,.67125487,.65392584,.62613344,.60497558,.82401848,.81271225,.78839052,.76200527,.78040242,.76518959,.70604914,.68241966,.88210857,.86968154,.85518032,.82741845,.84063351,.8213293,.77570093,.75051922,.55029339,.53715497,.52085143,.50173759,.50422424,.49126214,.46744639,.45029241,PLFS_1718,July 2017 - June 2018,ANDHRA PRADESH,.59548348,.55892104,.79952312,.7468819,.40056071,.37935868,.52510589,.48114538,.65177417,.62112904
16691,12643,6148,4649,1498,2963,3185,6504,4919,1584,3087,3417,6032,4599,1432,2881,3151,6461,4915,1545,3054,3407,6358,6284,5741,6902,.67745608,.67529297,.67374003,.66644561,.64037514,.63830769,.62900478,.62219471,.68036139,.67814112,.67949551,.67405957,.64301687,.64091092,.63580877,.63072228,.66822428,.66622072,.65502793,.64175975,.63194442,.62998104,.60711974,.59482199,.86432672,.86061424,.86115932,.85525858,.82960802,.82604468,.81237721,.80681074,.50361067,.50267214,.50238019,.49381149,.46941763,.46850279,.46463165,.45670679,PLFS_1718,July 2017 - June 2018,KARNATAKA,.51443487,.48627698,.77367097,.73120481,.25206876,.23838319,.49507388,.46146044,.5377112,.51611215
1661,1204,564,406,158,261,303,646,442,204,303,343,533,387,146,235,298,635,431,204,286,349,576,627,552,652,.38297874,.36330935,.38273922,.36022514,.33436534,.31661442,.32125986,.3023622,.38916257,.37931034,.39276487,.37726098,.35746607,.3484163,.35266823,.33874711,.36708862,.31999999,.3561644,.31506848,.28431374,.24489796,.25490198,.2254902,.42911878,.39607844,.40851063,.37872341,.36963695,.34006733,.33566433,.31118882,.34323433,.33554816,.36241612,.34563759,.30320701,.29618767,.30945557,.29512894,PLFS_1718,July 2017 - June 2018,GOA,.53654486,.46843854,.7673611,.7048611,.32535884,.25199363,.52607363,.46472391,.54891306,.47282609
638,468,165,137,28,61,104,212,157,55,74,138,161,134,27,60,101,211,156,55,74,137,208,260,153,315,.46060607,.46060607,.45341614,.45341614,.35849056,.35849056,.34597155,.34597155,.54014599,.54014599,.52985072,.52985072,.47133759,.47133759,.45512819,.45512819,.071428575,.071428575,.074074075,.074074075,.036363635,.036363635,.036363635,.036363635,.52459013,.52459013,.53333336,.53333336,.43243244,.43243244,.43243244,.43243244,.42307693,.42307693,.40594059,.40594059,.31884059,.31884059,.29927006,.29927006,PLFS_1718,July 2017 - June 2018,LAKSHDWEEP,.45299146,.3525641,.75480771,.65865386,.21153846,.10769231,.43809524,.33015874,.48366013,.39869282
17400,12267,5274,3853,1420,2468,2806,6054,4146,1907,2747,3307,4915,3657,1257,2288,2627,5867,4098,1768,2652,3215,5588,6677,5547,6720,.6266591,.60386664,.60000002,.57192266,.54592007,.52128744,.50264192,.47912049,.66649365,.65479308,.64670497,.62373531,.61939216,.60606062,.57711077,.55661297,.51830983,.44800001,.4638027,.42084327,.38594651,.3207331,.32975113,.29920813,.68598056,.66511822,.66433567,.63767481,.61630869,.59344387,.57315236,.55015081,.57448328,.55016661,.54396647,.51465547,.48745087,.46177751,.44447902,.42052877,PLFS_1718,July 2017 - June 2018,KERALA,.49351919,.42993397,.74194705,.68951327,.28560731,.21267036,.49211308,.41755953,.49522263,.44492519
23614,17969,9244,6391,2853,4732,4512,10074,6959,3115,5154,4920,8619,6078,2541,4299,4320,9775,6875,2900,4951,4824,8824,9144,8681,9288,.59660321,.57873756,.56653905,.54832345,.54744887,.52739936,.49953964,.48347825,.56485683,.55139303,.5409674,.52270484,.51875269,.50490057,.47825456,.46210909,.66771817,.64363092,.62770563,.60960251,.61155701,.57993942,.55000001,.5341379,.73330516,.71079075,.7038846,.68318212,.67326349,.64640445,.61118966,.5932135,.45323581,.442947,.4298611,.41412038,.4156504,.40451282,.38495025,.37085405,PLFS_1718,July 2017 - June 2018,TAMIL NADU,.56063223,.51444155,.78864461,.72427469,.34066054,.31200787,.52971578,.48578811,.59371042,.54509848
2075,1556,642,503,139,141,501,723,551,172,154,569,620,479,141,137,483,722,549,173,153,569,746,810,343,1213,.5,.49452269,.48709679,.48064515,.44398341,.43828017,.41828254,.41274238,.56262428,.55888224,.55114824,.54279751,.51361161,.5090909,.48087433,.47358835,.27338129,.26086956,.26950353,.26950353,.22093023,.21052632,.21965317,.21965317,.63829786,.6241135,.63503647,.62043798,.58441556,.5714286,.56862748,.55555558,.46107784,.45783132,.44513458,.44099379,.4059754,.40211639,.3778559,.37434095,PLFS_1718,July 2017 - June 2018,PONDICHERRY,.46465296,.4125964,.73860592,.67426276,.21234567,.17160493,.46908492,.41302556,.44897959,.41107872
1863,1413,696,557,139,349,347,833,600,233,416,417,684,545,139,341,343,827,599,228,412,415,726,687,734,679,.41379312,.40350878,.40350878,.40204677,.34573829,.33293125,.33373639,.33252722,.4470377,.43875685,.43486238,.43302754,.41499999,.40201005,.39565945,.39398998,.28057554,.26277372,.28057554,.28057554,.16738197,.15517241,.17105263,.17105263,.56160456,.55162239,.54838711,.54545456,.47115386,.45278451,.4538835,.45145631,.26512969,.25797102,.25947523,.25947523,.22062351,.2139423,.21445782,.21445782,PLFS_1718,July 2017 - June 2018,A & N ISLANDS,.58952582,.492569,.82644629,.76721764,.33915576,.20232897,.61413842,.51104563,.5667575,.47547683
10453,8121,3982,2802,1180,1922,2060,4357,3078,1279,2072,2285,3929,2776,1153,1894,2035,4348,3077,1271,2064,2284,4108,4013,3569,4552,.65293825,.64925563,.64902014,.6434207,.5967409,.59258407,.58647656,.58141673,.60920769,.60600644,.6059078,.60122478,.55458087,.55086124,.54663634,.54241145,.75677967,.75300169,.75281876,.745013,.69820172,.69407117,.68292683,.6758458,.8777315,.87467223,.87539601,.87011617,.8141892,.80931586,.8032946,.79844964,.4432039,.44017509,.43832925,.43243244,.39956236,.39675581,.39054289,.38528895,PLFS_1718,July 2017 - June 2018,TELANGANA,.53651029,.49033371,.74926972,.68208373,.31871417,.29404435,.50197715,.45254833,.58055478,.53852618
14722,10875,5557,4085,1472,3557,2000,5862,4234,1628,3673,2189,5059,3868,1191,3134,1925,5485,4094,1391,3324,2161,5554,5321,6331,4544,.75112468,.60136521,.67582524,.64281482,.71204364,.55653822,.62333637,.59288973,.722399,.62007171,.64141673,.60211998,.69697684,.59130859,.60600877,.56888127,.83084238,.45194274,.78757346,.774979,.75122851,.33843797,.674335,.66355139,.85633963,.6653434,.7645182,.71825141,.82929486,.6256066,.72081828,.67719615,.56400001,.51545841,.53142858,.51999998,.51530379,.46714976,.47339195,.46321148,PLFS_1819,July 2018 - June 2019,JAMMU & KASHMIR,.53903449,.51098853,.76233345,.73550594,.30595753,.27663973,.48173416,.44014084,.58016109,.56183857
