pop_tot_unw,pop_workingage_unw,worker_PS_unw,worker_PS_m_unw,worker_PS_f_unw,worker_PS_rur_unw,worker_PS_urb_unw,labor_force_PS_unw,labor_force_PS_m_unw,labor_force_PS_f_unw,labor_force_PS_rur_unw,labor_force_PS_urb_unw,worker_W_unw,worker_W_m_unw,worker_W_f_unw,worker_W_rur_unw,worker_W_urb_unw,labor_force_W_unw,labor_force_W_m_unw,labor_force_W_f_unw,labor_force_W_rur_unw,labor_force_W_urb_unw,pop_m_unw,pop_f_unw,pop_rur_unw,pop_urb_unw,s_casual_w_worker_PS_unw,s_casual_w_worker_P_unw,s_casual_w_worker_WD_unw,s_casual_w_worker_W_unw,s_casual_w_lf_PS_unw,s_casual_w_lf_P_unw,s_casual_w_lf_WD_unw,s_casual_w_lf_W_unw,s_casual_w_worker_PS_m_unw,s_casual_w_worker_P_m_unw,s_casual_w_worker_WD_m_unw,s_casual_w_worker_W_m_unw,s_casual_w_lf_PS_m_unw,s_casual_w_lf_P_m_unw,s_casual_w_lf_WD_m_unw,s_casual_w_lf_W_m_unw,s_casual_w_worker_PS_f_unw,s_casual_w_worker_P_f_unw,s_casual_w_worker_WD_f_unw,s_casual_w_worker_W_f_unw,s_casual_w_lf_PS_f_unw,s_casual_w_lf_P_f_unw,s_casual_w_lf_WD_f_unw,s_casual_w_lf_W_f_unw,s_casual_w_worker_PS_rur_unw,s_casual_w_worker_P_rur_unw,s_casual_w_worker_WD_rur_unw,s_casual_w_worker_W_rur_unw,s_casual_w_lf_PS_rur_unw,s_casual_w_lf_P_rur_unw,s_casual_w_lf_WD_rur_unw,s_casual_w_lf_W_rur_unw,s_casual_w_worker_PS_urb_unw,s_casual_w_worker_P_urb_unw,s_casual_w_worker_WD_urb_unw,s_casual_w_worker_W_urb_unw,s_casual_w_lf_PS_urb_unw,s_casual_w_lf_P_urb_unw,s_casual_w_lf_WD_urb_unw,s_casual_w_lf_W_urb_unw,data,time,state_name,lf_share_unw,worker_share_unw,lf_share_m_unw,worker_share_m_unw,lf_share_f_unw,worker_share_f_unw,lf_share_urb_unw,worker_share_urb_unw,lf_share_rur_unw,worker_share_rur_unw
7257,5096,3626,1910,1716,3133,493,3778,2009,1769,3238,540,3296,1791,1505,2832,464,3528,1957,1571,3006,522,2445,2651,4159,937,.83314949,.76095265,.75788838,.74635923,.79962945,.71749377,.70804989,.69727892,.76753926,.68320608,.67895031,.6683417,.7297163,.63636363,.62135923,.61165047,.90617716,.85194641,.85182726,.83920264,.87902772,.8150183,.81604075,.80394655,.89243537,.81600547,.81461865,.80225986,.86349601,.7749269,.76746505,.7558217,.45638946,.42348009,.41163793,.40517241,.41666666,.38257575,.3659004,.36015326,PLFS_1920,July 2019 - June 2020,HIMACHAL PRADESH,.74136579,.71153843,.82167691,.7811861,.66729534,.64730293,.57630736,.52614731,.77855253,.75330609
13330,9980,4796,3828,968,2429,2367,5163,4099,1064,2594,2569,4555,3662,893,2264,2291,5100,4086,1014,2548,2552,5219,4761,5049,4931,.58757299,.572227,.5510428,.54204172,.54580671,.5301733,.49215686,.48411766,.5966562,.59319371,.55871111,.5496996,.55720907,.55362815,.50073421,.49265787,.55165291,.47596154,.51959687,.5106383,.50187969,.42672414,.45759368,.44970414,.75627828,.73820859,.71863955,.70803887,.70817268,.68845844,.63854003,.62912089,.41444868,.40837249,.38542122,.37800089,.38186064,.37593395,.34600314,.3393417,PLFS_1920,July 2019 - June 2020,PUNJAB,.51733464,.48056111,.7853995,.73347384,.22348246,.20331863,.52098966,.48002434,.5137651,.48108536
1376,1003,481,387,94,85,396,517,414,103,93,424,473,381,92,85,388,515,414,101,93,422,515,488,166,837,.27234927,.26359832,.24947146,.24947146,.25338492,.24513619,.22912621,.22912621,.29457363,.28756475,.27296588,.27296588,.27536231,.26876512,.25120774,.25120774,.18085106,.16304348,.15217391,.15217391,.16504854,.14851485,.13861386,.13861386,.22352941,.22352941,.22352941,.22352941,.20430107,.20430107,.20430107,.20430107,.28282827,.27226463,.25515464,.25515464,.26415095,.25415677,.23459716,.23459716,PLFS_1920,July 2019 - June 2020,CHANDIGARH,.51545364,.47956133,.80388349,.75145632,.21106558,.19262294,.50657111,.47311828,.56024098,.51204818
6974,5082,2479,1811,668,1499,980,2649,1928,721,1578,1071,2324,1690,634,1400,924,2613,1925,688,1551,1062,2532,2547,2813,2269,.66881806,.66012269,.64500862,.63769364,.62589657,.61673671,.57367009,.56716418,.63776916,.63515753,.60887575,.60236686,.59906638,.59595436,.53454548,.52883118,.752994,.73113209,.7413249,.73186117,.69764215,.67489117,.68313956,.67441863,.81987995,.80900407,.8035714,.79500002,.77883399,.76664513,.72533852,.71760154,.43775511,.43718079,.40476191,.39935064,.40056023,.40000001,.35216573,.34745762,PLFS_1920,July 2019 - June 2020,UTTARANCHAL,.5212515,.48780009,.76145339,.71524489,.28307813,.26226935,.4720141,.43190834,.56096697,.53288305
11703,8441,3665,3071,594,1846,1819,3988,3341,647,2026,1962,3554,3004,550,1762,1792,3947,3331,616,1985,1962,4482,3959,4496,3945,.57326055,.56666666,.55627459,.55177265,.52683049,.52071303,.50088674,.49683303,.57831323,.57198697,.56324899,.55858856,.53157735,.52574849,.50795555,.50375265,.54713804,.53898305,.5181818,.51454544,.50231838,.49455675,.46266234,.45941558,.74485373,.73615634,.72644722,.72020429,.6786772,.67062312,.64483625,.63929468,.39912039,.39493948,.38895088,.3861607,.37003058,.36613971,.35524973,.35270134,PLFS_1920,July 2019 - June 2020,HARYANA,.47245586,.43419027,.74542618,.68518519,.1634251,.15003788,.49733841,.46109,.45062277,.41058719
3810,2900,1222,1052,170,74,1148,1357,1160,197,80,1277,1191,1025,166,74,1117,1357,1158,199,81,1276,1564,1336,177,2723,.28641573,.28465956,.26028547,.25944585,.25792187,.25608855,.2284451,.22770818,.29847908,.29809523,.2692683,.2692683,.27068967,.27006039,.23834197,.23834197,.21176471,.20118344,.20481928,.19879518,.18274112,.17346939,.17085427,.16582915,.43243244,.43835616,.3918919,.3918919,.40000001,.40000001,.35802469,.35802469,.2770035,.27486911,.25156671,.25067145,.24902114,.24705882,.22021943,.21943574,PLFS_1920,July 2019 - June 2020,DELHI,.46793103,.4213793,.74168795,.67263424,.1474551,.12724552,.46896806,.42159384,.4519774,.41807911
20693,14587,7667,5201,2464,5192,2475,8080,5543,2535,5366,2714,6853,4875,1976,4535,2318,7503,5442,2059,4856,2647,7451,7134,8868,5719,.79183513,.75018001,.74186486,.73398513,.75136137,.70548409,.67759562,.67039853,.73966545,.71277845,.69497436,.68512821,.6940285,.66508663,.62256521,.61374497,.90178573,.8547945,.85728747,.85425103,.87652862,.82191783,.82272947,.81981546,.89522344,.85359418,.85248071,.84432197,.86619455,.8179903,.79612851,.78850907,.5749495,.55383974,.52545297,.5181191,.52431834,.50303262,.46014357,.4537212,PLFS_1920,July 2019 - June 2020,RAJASTHAN,.55391788,.52560496,.743927,.69802713,.35534063,.34538829,.4745585,.43276796,.605097,.58547586
43509,30722,13455,10958,2496,9008,4447,14149,11559,2589,9302,4847,12472,10344,2127,8241,4231,13595,11349,2245,8829,4766,15528,15189,19692,11030,.81962097,.79859746,.77132779,.75745672,.77941906,.75521612,.70761311,.69488782,.81328708,.79817879,.76517791,.74980664,.77100098,.75370711,.69741827,.6834082,.84735578,.80082989,.80112833,.79454631,.81691772,.76360041,.75902003,.75278395,.92184722,.90127313,.89127535,.87865549,.89271122,.86751443,.83191752,.82013816,.61254776,.60274917,.53769797,.52138972,.56199712,.55157232,.47733948,.46286193,PLFS_1920,July 2019 - June 2020,UTTAR PRADESH,.46054944,.43795976,.74439722,.70569295,.1704523,.16432945,.4394379,.40317318,.47237456,.45744464
21489,14699,5405,4849,556,3879,1526,5764,5187,577,4088,1676,5309,4759,550,3819,1490,5735,5159,576,4078,1657,7610,7089,10422,4277,.85513413,.85325378,.84008288,.8372575,.80187368,.79972041,.77768093,.77506536,.86327076,.86227542,.84744692,.84450513,.80701756,.80602199,.78174067,.77902693,.78417265,.76923078,.77636361,.77454543,.75563258,.73937154,.74131942,.73958331,.9172467,.91521454,.91149515,.9091385,.87035227,.86803156,.85360473,.85139775,.69724768,.69631094,.65704697,.65302014,.63484484,.63369304,.59082681,.58720577,PLFS_1920,July 2019 - June 2020,BIHAR,.39213553,.36771208,.68160313,.6371879,.081393711,.078431375,.39186347,.35679215,.39224717,.37219343
2643,2102,1377,819,558,892,485,1411,845,566,907,504,1325,797,528,849,476,1369,832,537,871,498,1065,1037,1275,827,.58605665,.54148149,.49811321,.49811321,.57193482,.527417,.48210374,.48210374,.59462762,.55092025,.50690091,.50690091,.57633138,.53325415,.48557693,.48557693,.57347673,.52710283,.4848485,.4848485,.56537104,.51838237,.47672254,.47672254,.69170403,.62933028,.59717315,.59717315,.68026459,.61721402,.58208954,.58208954,.39175257,.38429752,.32142857,.32142857,.37698412,.36978132,.30722892,.30722892,PLFS_1920,July 2019 - June 2020,SIKKIM,.67126548,.65509039,.79342723,.76901406,.54580522,.53809065,.60943168,.58645707,.71137255,.69960785
7765,5825,2445,1910,535,1659,786,2672,2064,608,1798,874,2437,1904,533,1652,785,2664,2062,602,1791,873,3078,2747,3812,2013,.64785278,.64279866,.63561755,.63233483,.59281439,.58816922,.58145648,.57845348,.65130889,.64921468,.63865548,.63707983,.60271317,.60077518,.5897187,.58826381,.63551402,.61985016,.62476546,.61538464,.55921054,.54530478,.55315614,.54485047,.76913804,.76236427,.75544792,.75121063,.7096774,.70339453,.6968174,.692909,.3918575,.39058524,.38343948,.38216561,.35240275,.35125858,.34478807,.34364262,PLFS_1920,July 2019 - June 2020,ARUNACHAL PRADESH,.45871246,.41974249,.67056531,.62053281,.22133236,.19475792,.43417785,.39046201,.47166842,.43520463
4275,3300,1387,920,467,869,518,1876,1224,652,1176,700,1386,918,468,866,520,1873,1221,652,1171,702,1681,1619,1881,1419,.62004328,.61921966,.6197691,.61904764,.45842218,.45755473,.45862255,.45808864,.5782609,.57734203,.57734203,.57734203,.43464053,.43371522,.43407044,.43407044,.70235544,.70171672,.70299143,.70085472,.50306749,.50230414,.50460124,.50306749,.71691602,.71593535,.71478063,.71478063,.52976191,.52855927,.52860802,.52860802,.45752895,.45752895,.46153846,.45961538,.33857143,.33857143,.34188035,.34045583,PLFS_1920,July 2019 - June 2020,NAGALAND,.56848484,.42030302,.72813803,.54729331,.40271774,.28844967,.49330515,.36504582,.62519938,.4619883
10877,7836,3680,2535,1145,1768,1912,4039,2787,1252,1928,2111,3663,2529,1134,1760,1903,4029,2785,1244,1923,2106,3876,3958,3902,3934,.69809783,.69272679,.69533169,.69123667,.63604856,.63101739,.6321668,.62844378,.68441814,.68140543,.68287861,.68011069,.6225332,.61974865,.62010771,.61759424,.72838426,.7179262,.72310406,.71604937,.66613418,.65622491,.65916401,.65273315,.77319002,.76914352,.76931816,.76647729,.70902491,.70514822,.70410818,.70150805,.6286611,.6221174,.6269049,.62165004,.5693984,.56336021,.56647676,.56172842,PLFS_1920,July 2019 - June 2020,MANIPUR,.51544154,.46962735,.71904027,.65402478,.31632137,.28928751,.53660399,.48601931,.49410558,.45310098
6140,4854,2445,1607,837,886,1559,2611,1709,901,927,1684,2445,1609,835,883,1562,2612,1711,900,923,1689,2425,2426,1611,3243,.71206546,.70573771,.70593047,.70184052,.66679436,.66078281,.66079634,.65696782,.68326074,.67394012,.67681789,.67060286,.64248097,.63364595,.6364699,.63062537,.76702511,.76646709,.76167667,.76167667,.71254164,.71190214,.70666665,.70666665,.8555305,.84519774,.85503966,.84711212,.8176915,.80777538,.81798482,.81040084,.63053238,.62636656,.62163895,.61971831,.58372921,.57976192,.5748964,.57312018,PLFS_1920,July 2019 - June 2020,MIZORAM,.53790689,.5037083,.70474225,.66268039,.37139323,.34501237,.51927227,.48072773,.57541901,.54996896
7242,5681,2811,2159,652,1957,854,2960,2275,685,2055,905,2802,2151,651,1951,851,2957,2268,689,2054,903,2884,2796,3819,1862,.73532552,.72633451,.73233402,.7212705,.69831079,.68976003,.69394654,.68346298,.74710512,.73772013,.74476987,.73407716,.70901102,.70008796,.70634919,.69620812,.69631904,.68865031,.69124424,.67895544,.66277373,.65547442,.65312046,.64150941,.80684721,.79867142,.80522811,.79548949,.76836985,.76058394,.76484907,.75559884,.5714286,.56037515,.56521738,.55111635,.53922653,.52876109,.53266889,.51937985,PLFS_1920,July 2019 - June 2020,TRIPURA,.52103502,.49480724,.78883493,.74861306,.24499285,.23319027,.48603651,.45864663,.53809899,.51243782
6172,4219,2245,1354,891,1632,613,2353,1402,951,1670,683,2197,1350,847,1585,612,2308,1401,907,1624,684,2061,2158,2805,1414,.70645881,.68970251,.68593538,.6649977,.67403316,.65664488,.65294629,.63301557,.71270311,.70784026,.69629627,.67925924,.6883024,.68259627,.67094934,.65453249,.69696969,.66026413,.66942149,.64226681,.65299684,.61590147,.62513781,.59977949,.80330884,.78689569,.78675079,.76403785,.78502995,.76736975,.76785713,.74568963,.44861338,.44045678,.42483661,.40849674,.40263543,.39531478,.38011697,.36549708,PLFS_1920,July 2019 - June 2020,MEGHALAYA,.55771512,.53211659,.68025231,.65696263,.44068581,.4128823,.48302686,.43352193,.59536541,.58181816
14607,10904,4644,3901,742,3552,1092,5078,4179,898,3865,1213,4468,3768,700,3398,1070,5027,4159,868,3815,1212,5544,5358,8347,2557,.69659775,.68748647,.65174574,.64435989,.63706183,.62840772,.57927191,.57270736,.74032301,.73223901,.69426751,.68577492,.69107443,.68334132,.62899733,.6213032,.46630728,.44704264,.42285714,.42142856,.38530067,.36806342,.34101382,.33986175,.74324322,.73472852,.69746912,.68952322,.68305302,.67480522,.62123197,.61415464,.54487181,.53437215,.50654203,.5009346,.49051937,.4810231,.44719473,.44224423,PLFS_1920,July 2019 - June 2020,ASSAM,.46570066,.42589876,.75378788,.70364356,.16759986,.13848451,.47438404,.42706296,.46304062,.42554212
22055,17247,8406,6466,1938,4601,3805,8938,6889,2047,4876,4062,7880,6086,1792,4269,3611,8756,6819,1935,4759,3997,8678,8566,9351,7896,.70628124,.68065327,.64302033,.62271571,.66424257,.63576627,.57868892,.56041569,.71636254,.6992963,.65198815,.63079196,.67237628,.65399241,.58190352,.56298578,.6728586,.60460651,.61272323,.59542412,.63702983,.56183118,.56744188,.55142117,.84872854,.82401848,.79550248,.77184355,.80086136,.77145946,.71359527,.69237232,.53403419,.50964189,.4627527,.44641373,.50024617,.47472414,.41806355,.40330249,PLFS_1920,July 2019 - June 2020,WEST BENGAL,.51823503,.48738912,.79384649,.74510258,.23896801,.22624329,.51443768,.48188958,.52144158,.49203295
12509,8879,4480,3129,1351,3073,1407,4745,3361,1384,3175,1570,3755,2847,908,2459,1296,4216,3266,950,2697,1519,4431,4446,5426,3453,.81294644,.77163583,.74380827,.73608524,.76754481,.71911424,.6624763,.65559775,.77980185,.7543686,.72005618,.71408498,.72597444,.69544071,.62767911,.62247396,.88971132,.82590675,.81828195,.80506611,.86849713,.79699999,.78210527,.76947367,.91571754,.87557077,.85725904,.84790564,.88629919,.83581549,.78160918,.77308118,.58848614,.57226276,.52854937,.52391976,.52738851,.51008457,.45095459,.44700462,PLFS_1920,July 2019 - June 2020,JHARKHAND,.53440702,.50456131,.75851953,.70616114,.31129104,.30386865,.4546771,.40747178,.58514559,.56634724
15014,11328,5788,4112,1674,4467,1321,6275,4500,1768,4813,1462,5015,3760,1253,3845,1170,5784,4393,1384,4386,1398,5638,5681,8460,2868,.81375259,.78100848,.7539382,.74057829,.7505976,.71375716,.65369987,.64211619,.79961091,.77378905,.74255317,.72925532,.73066664,.7027691,.63555658,.62417483,.84886497,.80293041,.78850758,.77494013,.80373305,.75017112,.71387285,.70158958,.89545554,.86361444,.84551364,.8293888,.83108246,.79344696,.74122208,.72708619,.53747159,.51401871,.45299146,.44871795,.48563612,.46186143,.37911302,.37553647,PLFS_1920,July 2019 - June 2020,ORISSA,.55393714,.51094633,.79815537,.72933662,.31121281,.29466644,.50976288,.46059972,.56891251,.52801418
9856,7365,4494,2791,1703,3289,1205,4678,2933,1745,3360,1318,3682,2486,1196,2571,1111,4045,2775,1270,2763,1282,3676,3689,4866,2499,.80596352,.77462512,.70450842,.69418794,.77426249,.74193549,.64128554,.63189125,.76854175,.73756808,.67739338,.66733706,.73133308,.6997245,.60684687,.59783787,.867293,.83924049,.76086956,.75,.84641832,.81750923,.71653545,.70629919,.92368501,.8890655,.82497084,.8144691,.90416664,.86755586,.76764387,.75787187,.4846473,.47182506,.42574257,.41584158,.44309559,.43087557,.36895475,.36037442,PLFS_1920,July 2019 - June 2020,CHATTISGARH,.63516635,.6101833,.79787815,.75924921,.47302791,.46164271,.52741098,.48219287,.69050556,.67591453
21251,15800,8595,6081,2512,5640,2955,8963,6392,2569,5767,3196,7421,5574,1845,4774,2647,8289,6310,1977,5211,3078,8133,7664,9455,6345,.80197787,.76993138,.72483492,.69855815,.76905054,.73272383,.64893234,.62540716,.77997041,.75536555,.70828849,.68137783,.74202126,.71451229,.62567353,.60190177,.85549361,.81259149,.77560973,.75121951,.83651227,.78723407,.72382396,.7010622,.92836881,.89934313,.86342692,.83284456,.90792441,.87385023,.79101902,.76300132,.56074452,.53399086,.47487721,.4563657,.51846057,.4898223,.40838206,.39246264,PLFS_1920,July 2019 - June 2020,MADHYA PRADESH,.5672785,.54398733,.78593385,.74769455,.33520356,.32776618,.50370371,.46572104,.60994184,.59650975
15140,11441,6220,4539,1680,3467,2753,6385,4684,1700,3534,2851,5986,4410,1575,3360,2626,6207,4602,1604,3455,2752,5902,5537,5786,5655,.66093248,.64182091,.63381225,.62328768,.64385277,.62443221,.61124539,.60109556,.60894471,.59796548,.58049887,.570068,.59009391,.57913899,.5562799,.5462842,.8011905,.77611941,.78285712,.77206349,.79176468,.76572961,.76870322,.75810474,.83530432,.81509322,.81636906,.80446428,.81946802,.79852724,.79392183,.7823444,.44133672,.42605767,.40022847,.39146993,.42616627,.4109787,.38190407,.37354651,PLFS_1920,July 2019 - June 2020,GUJARAT,.55808061,.54365879,.79362929,.76906133,.30702546,.30341339,.50415564,.48682582,.61078465,.59920496
1157,880,555,407,148,261,294,574,424,150,264,310,489,401,88,209,280,513,422,91,216,297,498,382,390,490,.41441441,.25203252,.26380369,.24948876,.40069687,.24266145,.25146198,.23781677,.31203932,.21428572,.22194514,.20448878,.2995283,.20567375,.21090047,.1943128,.69594592,.43023255,.45454547,.45454547,.68666667,.42045453,.43956044,.43956044,.66666669,.37980768,.41148326,.3923445,.65909094,.37440759,.39814815,.37962964,.19047619,.15845071,.15357143,.14285715,.18064517,.15000001,.14478114,.13468014,PLFS_1920,July 2019 - June 2020,D & N. HAVELI & DAMAN & DIU,.6522727,.63068181,.85140562,.81726909,.39267015,.38743454,.63265306,.60000002,.6769231,.66923076
30585,22713,12629,8601,4027,6838,5791,13099,8951,4147,7000,6099,11643,8049,3593,6348,5295,12762,8895,3866,6743,6019,11579,11132,10843,11870,.66537333,.65642947,.63892466,.62801683,.64149934,.6321733,.58290237,.57295096,.62841529,.61843026,.60206234,.5907566,.60384315,.59341031,.54480046,.53456998,.74422646,.73823309,.7214027,.71138322,.72269112,.71658927,.6704604,.66114849,.87335479,.8626641,.85270953,.83837432,.85314286,.84143883,.8027584,.78926295,.41978931,.41358346,.38262513,.37582624,.39858994,.39245096,.33660075,.33061969,PLFS_1920,July 2019 - June 2020,MAHARASHTRA,.57671815,.55602521,.77303737,.74281025,.37252966,.36174992,.51381636,.48786858,.64557779,.63063729
13885,10733,5921,3941,1980,3619,2302,6291,4189,2102,3788,2503,5388,3672,1716,3281,2107,6061,4143,1918,3618,2443,5301,5432,5888,4845,.72352642,.70980996,.66592425,.65311801,.68097281,.66516924,.59198153,.58059728,.69474751,.67895544,.63698256,.62363833,.65361661,.63597125,.56456673,.55273956,.78080809,.772093,.7278555,.71620047,.73549002,.72418809,.65119916,.64077163,.85465598,.84007871,.80859494,.79548919,.81652588,.79941159,.73327804,.72139305,.51737618,.50678933,.4437589,.43141907,.47582901,.46391338,.38272616,.37208351,PLFS_1920,July 2019 - June 2020,ANDHRA PRADESH,.58613622,.5516631,.79022825,.74344462,.38696614,.36450663,.51661509,.47512901,.64334238,.61463994
15942,11937,6465,4528,1935,3352,3113,6718,4716,2000,3436,3282,6172,4406,1764,3169,3003,6522,4669,1851,3294,3228,5973,5960,5549,6388,.67486465,.66341001,.63010371,.62054437,.64944923,.63701016,.59628946,.5872432,.65658128,.64671856,.61121196,.60236043,.63040709,.61969727,.57678306,.56843007,.71782947,.70416439,.67743766,.66609979,.69450003,.67954069,.64559698,.63479203,.85620522,.84405637,.81981701,.80751026,.83527356,.82067323,.78870672,.77686703,.47960168,.47209606,.42990342,.42324343,.45490554,.44741696,.39993805,.39374226,PLFS_1920,July 2019 - June 2020,KARNATAKA,.56278795,.54159337,.78955299,.75807804,.33557048,.32466444,.51377583,.48731998,.61921066,.60407281
1800,1380,673,492,181,291,382,740,533,207,323,417,630,469,161,266,364,720,525,195,312,408,700,680,621,759,.40564635,.38690478,.33174604,.31746033,.36891893,.35135135,.29027778,.27777779,.39024389,.36863545,.32409382,.30703625,.36022514,.33958724,.28952381,.2742857,.44751382,.4364641,.35403726,.34782609,.39130434,.38164252,.2923077,.2871795,.55326462,.52577317,.46616542,.43609023,.49845201,.47368422,.3974359,.37179488,.29319373,.28083989,.23351648,.23076923,.26858515,.25659472,.20833333,.20588236,PLFS_1920,July 2019 - June 2020,GOA,.53623188,.48768115,.76142859,.70285714,.30441177,.26617646,.54940712,.50329381,.52012885,.46859902
405,297,130,98,32,42,88,153,112,41,45,108,119,91,28,38,81,151,113,38,44,107,133,164,75,222,.50769234,.4566929,.41176471,.35294119,.43137255,.38410595,.3245033,.2781457,.59183675,.53608245,.49450549,.41758242,.51785713,.4642857,.39823008,.33628318,.25,.2,.14285715,.14285715,.19512194,.15384616,.10526316,.10526316,.69047618,.625,.5,.47368422,.64444447,.58139533,.43181819,.40909091,.42045453,.37931034,.37037036,.2962963,.3425926,.30555555,.28037384,.22429906,PLFS_1920,July 2019 - June 2020,LAKSHDWEEP,.5151515,.43771043,.84210527,.7368421,.25,.19512194,.48648649,.3963964,.60000002,.56
16543,11674,5554,3781,1773,2590,2964,6201,4095,2106,2867,3334,4830,3364,1466,2200,2630,5872,4007,1865,2665,3207,5383,6290,5123,6551,.63449764,.58449459,.55258799,.51552796,.56829542,.51256454,.45452997,.42404631,.65802699,.62723821,.57312721,.53507727,.60757023,.57284439,.48115799,.44921386,.58432037,.47267565,.50545704,.47066849,.49192783,.37542278,.39731905,.36997318,.71467179,.66434175,.64499998,.60772729,.64562261,.58525348,.53245777,.50168854,.56443995,.51910031,.47528517,.43840304,.50179964,.45352465,.38977239,.35952604,PLFS_1920,July 2019 - June 2020,KERALA,.53118038,.47575811,.76072824,.70239645,.33481717,.281876,.50892991,.45245001,.55963302,.50556314
22889,17330,9649,6308,3340,5040,4609,10270,6720,3549,5315,4955,8840,5906,2933,4551,4289,9923,6647,3275,5093,4830,8468,8861,8287,9043,.62089336,.59849131,.56346154,.55033934,.58334959,.55855232,.50196511,.49027511,.5762524,.55934906,.52285808,.50998986,.54092264,.52320552,.46457049,.45313674,.70508981,.67642379,.64541423,.63177633,.66356719,.62843633,.57801527,.5658015,.76249999,.73270184,.71654582,.70380133,.72304797,.68833429,.64029062,.62890244,.46604469,.45544338,.40102589,.38750291,.43350151,.42209113,.35610765,.34409937,PLFS_1920,July 2019 - June 2020,TAMIL NADU,.59261394,.55678016,.79357582,.74492204,.40051913,.37693262,.54793763,.50967598,.641366,.60818148
1993,1456,721,480,241,189,532,782,515,267,207,575,666,451,215,170,496,755,511,244,194,561,692,764,341,1115,.36615813,.34075105,.3063063,.2882883,.33759591,.31410256,.27019867,.25430465,.37083334,.34029227,.308204,.28824833,.34563106,.31712061,.27201566,.25440314,.35684648,.34166667,.30232558,.2883721,.32209739,.30827066,.26639345,.25409836,.49206349,.45212767,.42941177,.40588236,.44927537,.41262135,.37628865,.35567009,.32142857,.30131826,.26411289,.24798387,.2973913,.27874565,.23351158,.21925133,PLFS_1920,July 2019 - June 2020,PONDICHERRY,.53708792,.49519232,.74421966,.6936416,.34947643,.31544504,.5156951,.47713006,.60703814,.55425221
1748,1357,698,525,173,322,376,802,563,239,373,429,659,497,162,303,356,792,562,230,368,424,683,674,634,723,.3982808,.37976539,.32776934,.31562975,.3466334,.32743362,.27272728,.26262626,.42095238,.40690979,.35010061,.34004024,.39253998,.37722421,.30960855,.30071175,.32947975,.29192546,.25925925,.24074075,.23849373,.20524018,.18260869,.16956522,.55279505,.52733117,.48514852,.45874587,.4772118,.44808742,.39945653,.37771741,.26595744,.25606468,.19382022,.19382022,.23310024,.22352941,.16273585,.16273585,PLFS_1920,July 2019 - June 2020,A & N ISLANDS,.59100956,.5143699,.82430452,.76866764,.35459942,.25667655,.59336102,.52005535,.58832806,.50788641
9982,7679,4250,2741,1508,2185,2065,4618,3007,1610,2319,2299,4084,2682,1401,2088,1996,4545,3002,1542,2258,2287,3921,3756,3414,4265,.67270589,.66523707,.66160625,.6537708,.6190992,.61094093,.59449947,.58745873,.62422472,.61668503,.61856824,.60924685,.56900567,.56101638,.55263156,.54430377,.7606101,.75457627,.74375445,.73875803,.71242237,.70532322,.67574579,.67120624,.89839816,.89126396,.89128351,.88505745,.84648556,.83792049,.82418066,.81842339,.4338983,.42738387,.42134267,.41182366,.38973466,.38316527,.36773065,.35942283,PLFS_1920,July 2019 - June 2020,TELANGANA,.60138041,.5534575,.76689619,.69905639,.42864749,.40149096,.53903866,.48417351,.67926186,.64001173
14851,11001,5870,3979,1888,3812,2058,6295,4207,2085,3957,2338,5262,3805,1455,3316,1946,5785,4114,1669,3536,2249,5653,5344,6435,4566,.78245318,.64806771,.70334476,.6839605,.72962672,.58736718,.63975799,.62212616,.7376225,.64722657,.65597898,.63048619,.6976468,.60548013,.60670882,.58313078,.876589,.65194112,.8268041,.82336771,.79376501,.50888193,.72079086,.71779507,.88326335,.73197782,.79734617,.77503014,.85089713,.68370163,.74773753,.72680998,.59572399,.52866912,.54316545,.528777,.52437979,.45974383,.46998665,.4575367,PLFS_2021,July 2020 - June 2021,JAMMU & KASHMIR,.57222068,.53358787,.74420661,.70387405,.39015719,.35329342,.51204556,.45072272,.61491841,.59238541
264,198,120,72,48,69,51,125,74,51,71,54,112,71,41,66,46,119,74,45,69,50,101,97,103,95,.69166666,.44897959,.6339286,.4642857,.66399997,.42307693,.59663868,.43697479,.65277779,.5,.59154928,.40845069,.63513511,.47945204,.56756759,.3918919,.75,.32142857,.70731705,.56097561,.70588237,.29032257,.64444447,.51111114,.79710144,.43396226,.74242425,.530303,.77464789,.4107143,.71014494,.50724638,.54901963,.46666667,.47826087,.36956522,.51851851,.4375,.44,.34,PLFS_2021,July 2020 - June 2021,LADAKH,.63131315,.60606062,.73267329,.71287131,.52577317,.49484536,.56842107,.53684211,.68932039,.66990292
7284,5119,3590,1958,1631,3107,483,3712,2040,1671,3192,520,3109,1783,1325,2663,446,3355,1963,1391,2866,489,2525,2593,4221,898,.8465181,.76143497,.74171758,.73142487,.81869614,.72112119,.68733233,.67779434,.79162413,.68101132,.66292763,.65283233,.75980395,.63778335,.60213959,.59296995,.91293687,.86262625,.84830189,.83773583,.89108318,.82858992,.80805176,.79798704,.90473127,.81464767,.80172735,.79083741,.88063908,.77484316,.7449407,.73482203,.47204968,.43103448,.38340807,.37668163,.43846154,.3976143,.34969324,.34355828,PLFS_2021,July 2020 - June 2021,HIMACHAL PRADESH,.72514164,.70130885,.80792081,.77544552,.6444273,.62900114,.57906461,.53786194,.75621891,.73608148
